circuit_index,rank,r2,step,gate,qubits,n_qubits_involved
70,13,0.859,49,cx,"1,3",2
70,13,0.859,50,t,5,1
70,13,0.859,51,t,4,1
70,13,0.859,52,h,0,1
70,13,0.859,53,cx,"0,5",2
70,13,0.859,54,cx,"4,1",2
70,13,0.859,55,cx,"3,0",2
70,13,0.859,56,t,4,1
70,13,0.859,57,h,1,1
70,13,0.859,58,t,5,1
70,13,0.859,59,t,0,1
14,14,0.8479,0,h,1,1
14,14,0.8479,1,t,1,1
14,14,0.8479,2,h,1,1
14,14,0.8479,3,t,3,1
14,14,0.8479,4,cx,"5,2",2
14,14,0.8479,5,cx,"2,1",2
14,14,0.8479,6,h,5,1
14,14,0.8479,7,t,5,1
14,14,0.8479,8,t,5,1
14,14,0.8479,9,cx,"5,1",2
14,14,0.8479,10,h,1,1
14,14,0.8479,11,h,1,1
14,14,0.8479,12,h,5,1
14,14,0.8479,13,h,2,1
14,14,0.8479,14,cx,"0,4",2
14,14,0.8479,15,t,5,1
14,14,0.8479,16,h,2,1
14,14,0.8479,17,cx,"0,5",2
14,14,0.8479,18,h,1,1
14,14,0.8479,19,cx,"2,5",2
14,14,0.8479,20,h,5,1
14,14,0.8479,21,t,0,1
14,14,0.8479,22,t,5,1
14,14,0.8479,23,cx,"5,1",2
14,14,0.8479,24,h,2,1
14,14,0.8479,25,t,4,1
14,14,0.8479,26,t,4,1
14,14,0.8479,27,h,0,1
14,14,0.8479,28,t,5,1
14,14,0.8479,29,cx,"1,5",2
14,14,0.8479,30,h,5,1
14,14,0.8479,31,cx,"5,0",2
14,14,0.8479,32,h,3,1
14,14,0.8479,33,t,3,1
14,14,0.8479,34,cx,"4,2",2
14,14,0.8479,35,cx,"4,0",2
14,14,0.8479,36,h,4,1
14,14,0.8479,37,h,3,1
14,14,0.8479,38,cx,"3,0",2
14,14,0.8479,39,t,5,1
14,14,0.8479,40,t,1,1
14,14,0.8479,41,t,5,1
14,14,0.8479,42,h,4,1
14,14,0.8479,43,cx,"3,5",2
14,14,0.8479,44,t,0,1
14,14,0.8479,45,h,4,1
14,14,0.8479,46,h,1,1
14,14,0.8479,47,cx,"1,4",2
14,14,0.8479,48,h,4,1
14,14,0.8479,49,cx,"4,0",2
14,14,0.8479,50,t,0,1
14,14,0.8479,51,h,2,1
14,14,0.8479,52,cx,"4,5",2
14,14,0.8479,53,h,4,1
14,14,0.8479,54,cx,"2,3",2
14,14,0.8479,55,h,2,1
14,14,0.8479,56,cx,"5,0",2
14,14,0.8479,57,t,0,1
14,14,0.8479,58,h,0,1
14,14,0.8479,59,h,0,1
66,15,0.8699,0,h,5,1
66,15,0.8699,1,t,0,1
66,15,0.8699,2,h,5,1
66,15,0.8699,3,cx,"1,2",2
66,15,0.8699,4,t,3,1
66,15,0.8699,5,t,3,1
66,15,0.8699,6,t,2,1
66,15,0.8699,7,cx,"5,4",2
66,15,0.8699,8,cx,"2,5",2
66,15,0.8699,9,cx,"1,0",2
66,15,0.8699,10,h,4,1
66,15,0.8699,11,t,2,1
66,15,0.8699,12,h,5,1
66,15,0.8699,13,t,3,1
66,15,0.8699,14,cx,"3,1",2
66,15,0.8699,15,h,0,1
66,15,0.8699,16,h,2,1
66,15,0.8699,17,t,5,1
66,15,0.8699,18,h,4,1
66,15,0.8699,19,cx,"1,5",2
66,15,0.8699,20,h,2,1
66,15,0.8699,21,h,1,1
66,15,0.8699,22,t,1,1
66,15,0.8699,23,h,0,1
66,15,0.8699,24,h,0,1
66,15,0.8699,25,h,0,1
66,15,0.8699,26,h,1,1
66,15,0.8699,27,t,1,1
66,15,0.8699,28,h,5,1
66,15,0.8699,29,h,4,1
66,15,0.8699,30,t,4,1
66,15,0.8699,31,h,2,1
66,15,0.8699,32,h,5,1
66,15,0.8699,33,t,2,1
66,15,0.8699,34,cx,"3,0",2
66,15,0.8699,35,cx,"0,3",2
66,15,0.8699,36,h,3,1
66,15,0.8699,37,t,3,1
66,15,0.8699,38,t,0,1
66,15,0.8699,39,h,3,1
66,15,0.8699,40,cx,"0,5",2
66,15,0.8699,41,t,3,1
66,15,0.8699,42,cx,"5,4",2
66,15,0.8699,43,t,2,1
66,15,0.8699,44,t,1,1
66,15,0.8699,45,cx,"3,4",2
66,15,0.8699,46,t,3,1
66,15,0.8699,47,cx,"0,5",2
66,15,0.8699,48,cx,"1,5",2
66,15,0.8699,49,h,1,1
66,15,0.8699,50,t,3,1
66,15,0.8699,51,cx,"0,4",2
66,15,0.8699,52,cx,"2,3",2
66,15,0.8699,53,h,0,1
66,15,0.8699,54,t,2,1
66,15,0.8699,55,cx,"1,2",2
66,15,0.8699,56,cx,"3,5",2
66,15,0.8699,57,t,3,1
66,15,0.8699,58,h,4,1
66,15,0.8699,59,cx,"2,5",2
39,16,0.8798,0,cx,"4,2",2
39,16,0.8798,1,cx,"0,4",2
39,16,0.8798,2,h,1,1
39,16,0.8798,3,h,0,1
39,16,0.8798,4,t,0,1
39,16,0.8798,5,t,3,1
39,16,0.8798,6,cx,"5,2",2
39,16,0.8798,7,h,3,1
39,16,0.8798,8,t,2,1
39,16,0.8798,9,h,2,1
39,16,0.8798,10,h,2,1
39,16,0.8798,11,cx,"1,0",2
39,16,0.8798,12,h,2,1
39,16,0.8798,13,t,4,1
39,16,0.8798,14,t,3,1
39,16,0.8798,15,h,5,1
39,16,0.8798,16,t,3,1
39,16,0.8798,17,cx,"0,4",2
39,16,0.8798,18,h,2,1
39,16,0.8798,19,t,0,1
39,16,0.8798,20,cx,"1,3",2
39,16,0.8798,21,t,1,1
39,16,0.8798,22,cx,"5,1",2
39,16,0.8798,23,t,4,1
39,16,0.8798,24,t,4,1
39,16,0.8798,25,h,0,1
39,16,0.8798,26,h,2,1
39,16,0.8798,27,cx,"2,1",2
39,16,0.8798,28,cx,"3,1",2
39,16,0.8798,29,cx,"3,2",2
39,16,0.8798,30,h,1,1
39,16,0.8798,31,t,4,1
39,16,0.8798,32,t,0,1
39,16,0.8798,33,h,1,1
39,16,0.8798,34,cx,"2,1",2
39,16,0.8798,35,t,2,1
39,16,0.8798,36,cx,"4,0",2
39,16,0.8798,37,cx,"1,2",2
39,16,0.8798,38,h,4,1
39,16,0.8798,39,cx,"0,1",2
39,16,0.8798,40,t,5,1
39,16,0.8798,41,h,1,1
39,16,0.8798,42,h,2,1
39,16,0.8798,43,t,4,1
39,16,0.8798,44,h,1,1
39,16,0.8798,45,t,5,1
39,16,0.8798,46,t,2,1
39,16,0.8798,47,t,1,1
39,16,0.8798,48,cx,"2,3",2
39,16,0.8798,49,t,4,1
39,16,0.8798,50,h,5,1
39,16,0.8798,51,cx,"1,4",2
39,16,0.8798,52,cx,"0,2",2
39,16,0.8798,53,h,3,1
39,16,0.8798,54,h,5,1
39,16,0.8798,55,t,2,1
39,16,0.8798,56,h,1,1
39,16,0.8798,57,h,1,1
39,16,0.8798,58,h,1,1
39,16,0.8798,59,cx,"2,1",2
37,17,0.8657,0,h,2,1
37,17,0.8657,1,cx,"0,2",2
37,17,0.8657,2,cx,"4,2",2
37,17,0.8657,3,t,0,1
37,17,0.8657,4,t,5,1
37,17,0.8657,5,t,5,1
37,17,0.8657,6,h,0,1
37,17,0.8657,7,h,4,1
37,17,0.8657,8,cx,"0,4",2
37,17,0.8657,9,t,0,1
37,17,0.8657,10,h,2,1
37,17,0.8657,11,t,5,1
37,17,0.8657,12,cx,"1,4",2
37,17,0.8657,13,h,1,1
37,17,0.8657,14,h,0,1
37,17,0.8657,15,t,2,1
37,17,0.8657,16,cx,"2,3",2
37,17,0.8657,17,h,3,1
37,17,0.8657,18,h,2,1
37,17,0.8657,19,t,2,1
37,17,0.8657,20,t,3,1
37,17,0.8657,21,t,0,1
37,17,0.8657,22,cx,"1,2",2
37,17,0.8657,23,t,3,1
37,17,0.8657,24,t,0,1
37,17,0.8657,25,h,1,1
37,17,0.8657,26,t,2,1
37,17,0.8657,27,t,3,1
37,17,0.8657,28,h,5,1
37,17,0.8657,29,h,0,1
37,17,0.8657,30,h,3,1
37,17,0.8657,31,h,0,1
37,17,0.8657,32,cx,"2,3",2
37,17,0.8657,33,h,1,1
37,17,0.8657,34,cx,"1,3",2
37,17,0.8657,35,cx,"2,3",2
37,17,0.8657,36,h,1,1
37,17,0.8657,37,t,5,1
37,17,0.8657,38,h,1,1
37,17,0.8657,39,cx,"5,0",2
37,17,0.8657,40,t,0,1
37,17,0.8657,41,t,0,1
37,17,0.8657,42,t,1,1
37,17,0.8657,43,cx,"0,4",2
37,17,0.8657,44,cx,"2,1",2
37,17,0.8657,45,cx,"0,5",2
37,17,0.8657,46,h,4,1
37,17,0.8657,47,t,2,1
37,17,0.8657,48,cx,"3,1",2
37,17,0.8657,49,t,2,1
37,17,0.8657,50,h,5,1
37,17,0.8657,51,cx,"0,2",2
37,17,0.8657,52,cx,"5,0",2
37,17,0.8657,53,h,2,1
37,17,0.8657,54,t,3,1
37,17,0.8657,55,cx,"4,5",2
37,17,0.8657,56,h,4,1
37,17,0.8657,57,h,2,1
37,17,0.8657,58,t,0,1
37,17,0.8657,59,h,4,1
62,18,0.859,0,t,0,1
62,18,0.859,1,t,5,1
62,18,0.859,2,cx,"1,5",2
62,18,0.859,3,t,1,1
62,18,0.859,4,cx,"1,4",2
62,18,0.859,5,t,4,1
62,18,0.859,6,t,2,1
62,18,0.859,7,t,2,1
62,18,0.859,8,t,5,1
62,18,0.859,9,cx,"1,0",2
62,18,0.859,10,cx,"4,5",2
62,18,0.859,11,cx,"3,5",2
62,18,0.859,12,h,3,1
62,18,0.859,13,t,0,1
62,18,0.859,14,h,1,1
62,18,0.859,15,h,0,1
62,18,0.859,16,cx,"2,5",2
62,18,0.859,17,cx,"5,0",2
62,18,0.859,18,t,3,1
62,18,0.859,19,t,1,1
62,18,0.859,20,t,2,1
62,18,0.859,21,t,1,1
62,18,0.859,22,t,2,1
62,18,0.859,23,h,3,1
62,18,0.859,24,t,0,1
62,18,0.859,25,cx,"0,1",2
62,18,0.859,26,cx,"0,5",2
62,18,0.859,27,t,3,1
62,18,0.859,28,t,1,1
62,18,0.859,29,cx,"0,2",2
62,18,0.859,30,h,5,1
62,18,0.859,31,h,4,1
62,18,0.859,32,h,2,1
62,18,0.859,33,cx,"4,2",2
62,18,0.859,34,h,5,1
62,18,0.859,35,t,3,1
62,18,0.859,36,h,0,1
62,18,0.859,37,t,3,1
62,18,0.859,38,h,5,1
62,18,0.859,39,t,1,1
62,18,0.859,40,cx,"3,1",2
62,18,0.859,41,h,3,1
62,18,0.859,42,t,4,1
62,18,0.859,43,cx,"4,2",2
62,18,0.859,44,h,5,1
62,18,0.859,45,cx,"0,2",2
62,18,0.859,46,cx,"2,1",2
62,18,0.859,47,h,2,1
62,18,0.859,48,cx,"5,4",2
62,18,0.859,49,cx,"4,1",2
62,18,0.859,50,h,4,1
62,18,0.859,51,cx,"2,5",2
62,18,0.859,52,h,0,1
62,18,0.859,53,h,4,1
62,18,0.859,54,cx,"5,0",2
62,18,0.859,55,h,2,1
62,18,0.859,56,h,1,1
62,18,0.859,57,cx,"5,3",2
62,18,0.859,58,h,5,1
62,18,0.859,59,t,5,1
81,19,0.8687,0,cx,"2,0",2
81,19,0.8687,1,h,0,1
81,19,0.8687,2,t,3,1
81,19,0.8687,3,cx,"2,1",2
81,19,0.8687,4,t,2,1
81,19,0.8687,5,h,4,1
81,19,0.8687,6,h,2,1
81,19,0.8687,7,cx,"1,4",2
81,19,0.8687,8,cx,"1,3",2
81,19,0.8687,9,t,2,1
81,19,0.8687,10,h,5,1
81,19,0.8687,11,h,1,1
81,19,0.8687,12,h,3,1
81,19,0.8687,13,h,3,1
81,19,0.8687,14,t,5,1
81,19,0.8687,15,t,2,1
81,19,0.8687,16,t,5,1
81,19,0.8687,17,t,1,1
81,19,0.8687,18,t,0,1
81,19,0.8687,19,h,3,1
81,19,0.8687,20,cx,"0,2",2
81,19,0.8687,21,cx,"4,3",2
81,19,0.8687,22,h,1,1
81,19,0.8687,23,cx,"0,2",2
81,19,0.8687,24,t,1,1
81,19,0.8687,25,cx,"0,2",2
81,19,0.8687,26,t,5,1
81,19,0.8687,27,h,0,1
81,19,0.8687,28,cx,"1,4",2
81,19,0.8687,29,t,0,1
81,19,0.8687,30,t,4,1
81,19,0.8687,31,t,5,1
81,19,0.8687,32,cx,"5,2",2
81,19,0.8687,33,t,2,1
81,19,0.8687,34,h,0,1
81,19,0.8687,35,t,1,1
81,19,0.8687,36,t,1,1
81,19,0.8687,37,cx,"2,5",2
81,19,0.8687,38,cx,"5,2",2
81,19,0.8687,39,h,5,1
81,19,0.8687,40,cx,"3,4",2
81,19,0.8687,41,h,4,1
81,19,0.8687,42,t,4,1
81,19,0.8687,43,t,3,1
81,19,0.8687,44,t,1,1
81,19,0.8687,45,t,3,1
81,19,0.8687,46,t,1,1
81,19,0.8687,47,h,3,1
81,19,0.8687,48,cx,"5,3",2
81,19,0.8687,49,h,5,1
81,19,0.8687,50,t,4,1
81,19,0.8687,51,h,0,1
81,19,0.8687,52,cx,"3,0",2
81,19,0.8687,53,t,5,1
81,19,0.8687,54,t,5,1
81,19,0.8687,55,t,4,1
81,19,0.8687,56,t,5,1
81,19,0.8687,57,t,2,1
81,19,0.8687,58,cx,"1,4",2
81,19,0.8687,59,h,3,1
35,20,0.859,0,t,4,1
35,20,0.859,1,h,0,1
35,20,0.859,2,t,0,1
35,20,0.859,3,t,0,1
35,20,0.859,4,t,0,1
35,20,0.859,5,t,3,1
35,20,0.859,6,h,1,1
35,20,0.859,7,cx,"3,1",2
35,20,0.859,8,cx,"0,5",2
35,20,0.859,9,cx,"4,0",2
35,20,0.859,10,cx,"1,0",2
35,20,0.859,11,t,2,1
35,20,0.859,12,h,3,1
35,20,0.859,13,cx,"1,2",2
35,20,0.859,14,h,0,1
35,20,0.859,15,t,5,1
35,20,0.859,16,h,3,1
35,20,0.859,17,t,5,1
35,20,0.859,18,t,0,1
35,20,0.859,19,h,3,1
35,20,0.859,20,h,1,1
35,20,0.859,21,h,4,1
35,20,0.859,22,t,4,1
35,20,0.859,23,h,1,1
35,20,0.859,24,t,2,1
35,20,0.859,25,h,5,1
35,20,0.859,26,cx,"5,4",2
35,20,0.859,27,cx,"5,4",2
35,20,0.859,28,cx,"0,1",2
35,20,0.859,29,h,3,1
35,20,0.859,30,cx,"0,2",2
35,20,0.859,31,cx,"1,4",2
35,20,0.859,32,t,2,1
35,20,0.859,33,cx,"4,2",2
35,20,0.859,34,t,4,1
35,20,0.859,35,t,5,1
35,20,0.859,36,cx,"0,3",2
35,20,0.859,37,t,2,1
35,20,0.859,38,cx,"4,0",2
35,20,0.859,39,h,1,1
35,20,0.859,40,cx,"1,2",2
35,20,0.859,41,t,2,1
35,20,0.859,42,cx,"1,0",2
35,20,0.859,43,cx,"0,4",2
35,20,0.859,44,cx,"3,2",2
35,20,0.859,45,h,2,1
35,20,0.859,46,h,3,1
35,20,0.859,47,cx,"4,0",2
35,20,0.859,48,h,1,1
35,20,0.859,49,cx,"5,2",2
35,20,0.859,50,h,2,1
35,20,0.859,51,cx,"1,2",2
35,20,0.859,52,t,3,1
35,20,0.859,53,t,1,1
35,20,0.859,54,h,5,1
35,20,0.859,55,t,1,1
35,20,0.859,56,h,4,1
35,20,0.859,57,cx,"0,2",2
35,20,0.859,58,cx,"2,0",2
35,20,0.859,59,t,3,1
4,21,0.8492,0,h,2,1
4,21,0.8492,1,cx,"2,0",2
4,21,0.8492,2,cx,"3,1",2
4,21,0.8492,3,t,5,1
4,21,0.8492,4,h,3,1
4,21,0.8492,5,t,0,1
4,21,0.8492,6,h,4,1
4,21,0.8492,7,cx,"4,1",2
4,21,0.8492,8,t,3,1
4,21,0.8492,9,h,3,1
4,21,0.8492,10,t,2,1
4,21,0.8492,11,cx,"2,1",2
4,21,0.8492,12,cx,"3,1",2
4,21,0.8492,13,cx,"2,3",2
4,21,0.8492,14,t,4,1
4,21,0.8492,15,h,2,1
4,21,0.8492,16,t,2,1
4,21,0.8492,17,t,1,1
4,21,0.8492,18,h,4,1
4,21,0.8492,19,cx,"2,1",2
4,21,0.8492,20,cx,"2,0",2
4,21,0.8492,21,t,5,1
4,21,0.8492,22,t,3,1
4,21,0.8492,23,cx,"2,0",2
4,21,0.8492,24,t,1,1
4,21,0.8492,25,t,3,1
4,21,0.8492,26,cx,"0,3",2
4,21,0.8492,27,t,3,1
4,21,0.8492,28,h,5,1
4,21,0.8492,29,t,0,1
4,21,0.8492,30,t,1,1
4,21,0.8492,31,t,1,1
4,21,0.8492,32,h,0,1
4,21,0.8492,33,h,2,1
4,21,0.8492,34,cx,"4,1",2
4,21,0.8492,35,t,1,1
4,21,0.8492,36,cx,"0,3",2
4,21,0.8492,37,cx,"1,3",2
4,21,0.8492,38,cx,"4,5",2
4,21,0.8492,39,t,3,1
4,21,0.8492,40,cx,"0,3",2
4,21,0.8492,41,h,1,1
4,21,0.8492,42,t,3,1
4,21,0.8492,43,t,2,1
4,21,0.8492,44,h,3,1
4,21,0.8492,45,h,2,1
4,21,0.8492,46,t,2,1
4,21,0.8492,47,h,1,1
4,21,0.8492,48,h,2,1
4,21,0.8492,49,h,1,1
4,21,0.8492,50,cx,"0,5",2
4,21,0.8492,51,t,4,1
4,21,0.8492,52,cx,"2,4",2
4,21,0.8492,53,cx,"1,5",2
4,21,0.8492,54,h,3,1
4,21,0.8492,55,cx,"4,0",2
4,21,0.8492,56,t,1,1
4,21,0.8492,57,cx,"1,2",2
4,21,0.8492,58,h,5,1
4,21,0.8492,59,h,3,1
25,22,0.8559,0,h,2,1
25,22,0.8559,1,t,2,1
25,22,0.8559,2,h,1,1
25,22,0.8559,3,cx,"4,0",2
25,22,0.8559,4,t,4,1
25,22,0.8559,5,cx,"0,2",2
25,22,0.8559,6,h,4,1
25,22,0.8559,7,h,1,1
25,22,0.8559,8,h,5,1
25,22,0.8559,9,cx,"5,3",2
25,22,0.8559,10,cx,"0,2",2
25,22,0.8559,11,h,2,1
25,22,0.8559,12,t,0,1
25,22,0.8559,13,h,3,1
25,22,0.8559,14,cx,"0,5",2
25,22,0.8559,15,h,3,1
25,22,0.8559,16,t,3,1
25,22,0.8559,17,t,1,1
25,22,0.8559,18,h,3,1
25,22,0.8559,19,cx,"0,1",2
25,22,0.8559,20,t,2,1
25,22,0.8559,21,h,4,1
25,22,0.8559,22,cx,"4,3",2
25,22,0.8559,23,cx,"5,0",2
25,22,0.8559,24,cx,"1,4",2
25,22,0.8559,25,h,2,1
25,22,0.8559,26,t,5,1
25,22,0.8559,27,t,3,1
25,22,0.8559,28,h,2,1
25,22,0.8559,29,t,0,1
25,22,0.8559,30,t,5,1
25,22,0.8559,31,cx,"4,5",2
25,22,0.8559,32,h,1,1
25,22,0.8559,33,h,2,1
25,22,0.8559,34,h,0,1
25,22,0.8559,35,t,2,1
25,22,0.8559,36,cx,"0,3",2
25,22,0.8559,37,t,2,1
25,22,0.8559,38,t,4,1
25,22,0.8559,39,t,4,1
25,22,0.8559,40,t,4,1
25,22,0.8559,41,h,0,1
25,22,0.8559,42,t,0,1
25,22,0.8559,43,cx,"2,0",2
25,22,0.8559,44,t,2,1
25,22,0.8559,45,h,5,1
25,22,0.8559,46,cx,"0,3",2
25,22,0.8559,47,t,2,1
25,22,0.8559,48,t,3,1
25,22,0.8559,49,h,5,1
25,22,0.8559,50,h,3,1
25,22,0.8559,51,h,2,1
25,22,0.8559,52,cx,"2,0",2
25,22,0.8559,53,cx,"2,4",2
25,22,0.8559,54,t,0,1
25,22,0.8559,55,h,4,1
25,22,0.8559,56,cx,"4,3",2
25,22,0.8559,57,h,0,1
25,22,0.8559,58,t,1,1
25,22,0.8559,59,t,3,1
97,23,0.8398,0,cx,"0,4",2
97,23,0.8398,1,t,3,1
97,23,0.8398,2,h,2,1
97,23,0.8398,3,t,4,1
97,23,0.8398,4,t,1,1
97,23,0.8398,5,cx,"4,1",2
97,23,0.8398,6,h,1,1
97,23,0.8398,7,h,2,1
97,23,0.8398,8,t,0,1
97,23,0.8398,9,h,1,1
97,23,0.8398,10,h,4,1
97,23,0.8398,11,cx,"3,5",2
97,23,0.8398,12,cx,"1,5",2
97,23,0.8398,13,cx,"2,0",2
97,23,0.8398,14,cx,"5,4",2
97,23,0.8398,15,cx,"3,1",2
97,23,0.8398,16,h,4,1
97,23,0.8398,17,cx,"4,2",2
97,23,0.8398,18,t,0,1
97,23,0.8398,19,cx,"4,2",2
97,23,0.8398,20,h,3,1
97,23,0.8398,21,cx,"0,5",2
97,23,0.8398,22,t,5,1
97,23,0.8398,23,cx,"5,3",2
97,23,0.8398,24,t,5,1
97,23,0.8398,25,t,5,1
97,23,0.8398,26,h,5,1
97,23,0.8398,27,t,3,1
97,23,0.8398,28,t,5,1
97,23,0.8398,29,h,3,1
97,23,0.8398,30,t,5,1
97,23,0.8398,31,cx,"3,0",2
97,23,0.8398,32,h,5,1
97,23,0.8398,33,cx,"4,0",2
97,23,0.8398,34,cx,"2,1",2
97,23,0.8398,35,h,2,1
97,23,0.8398,36,cx,"0,5",2
97,23,0.8398,37,h,2,1
97,23,0.8398,38,cx,"4,3",2
97,23,0.8398,39,h,1,1
97,23,0.8398,40,h,0,1
97,23,0.8398,41,h,0,1
97,23,0.8398,42,t,0,1
97,23,0.8398,43,t,2,1
97,23,0.8398,44,cx,"2,4",2
97,23,0.8398,45,h,5,1
97,23,0.8398,46,h,3,1
97,23,0.8398,47,t,2,1
97,23,0.8398,48,cx,"3,1",2
97,23,0.8398,49,cx,"4,3",2
97,23,0.8398,50,h,2,1
97,23,0.8398,51,t,4,1
97,23,0.8398,52,t,2,1
97,23,0.8398,53,t,0,1
97,23,0.8398,54,cx,"2,5",2
97,23,0.8398,55,h,0,1
97,23,0.8398,56,t,5,1
97,23,0.8398,57,cx,"0,3",2
97,23,0.8398,58,t,0,1
97,23,0.8398,59,t,3,1
69,24,0.8611,0,cx,"1,5",2
69,24,0.8611,1,h,1,1
69,24,0.8611,2,t,1,1
69,24,0.8611,3,cx,"4,3",2
69,24,0.8611,4,h,2,1
69,24,0.8611,5,h,4,1
69,24,0.8611,6,t,0,1
69,24,0.8611,7,h,4,1
69,24,0.8611,8,h,2,1
69,24,0.8611,9,t,3,1
69,24,0.8611,10,cx,"1,2",2
69,24,0.8611,11,h,3,1
69,24,0.8611,12,cx,"3,0",2
69,24,0.8611,13,t,4,1
69,24,0.8611,14,cx,"5,0",2
69,24,0.8611,15,cx,"1,3",2
69,24,0.8611,16,h,2,1
69,24,0.8611,17,t,0,1
69,24,0.8611,18,t,2,1
69,24,0.8611,19,h,1,1
69,24,0.8611,20,cx,"0,3",2
69,24,0.8611,21,t,5,1
69,24,0.8611,22,h,3,1
69,24,0.8611,23,t,0,1
69,24,0.8611,24,h,2,1
69,24,0.8611,25,t,1,1
69,24,0.8611,26,cx,"5,3",2
69,24,0.8611,27,cx,"1,4",2
69,24,0.8611,28,t,2,1
69,24,0.8611,29,h,5,1
69,24,0.8611,30,cx,"1,5",2
69,24,0.8611,31,t,4,1
69,24,0.8611,32,t,1,1
69,24,0.8611,33,t,0,1
69,24,0.8611,34,cx,"5,0",2
69,24,0.8611,35,cx,"0,4",2
69,24,0.8611,36,t,3,1
69,24,0.8611,37,t,1,1
69,24,0.8611,38,cx,"1,5",2
69,24,0.8611,39,h,0,1
69,24,0.8611,40,t,4,1
69,24,0.8611,41,t,0,1
69,24,0.8611,42,cx,"4,1",2
69,24,0.8611,43,cx,"2,5",2
69,24,0.8611,44,t,5,1
69,24,0.8611,45,t,3,1
69,24,0.8611,46,t,0,1
69,24,0.8611,47,cx,"2,0",2
69,24,0.8611,48,h,0,1
69,24,0.8611,49,h,2,1
69,24,0.8611,50,t,3,1
69,24,0.8611,51,t,3,1
69,24,0.8611,52,t,0,1
69,24,0.8611,53,t,4,1
69,24,0.8611,54,cx,"4,2",2
69,24,0.8611,55,h,5,1
69,24,0.8611,56,h,4,1
69,24,0.8611,57,cx,"0,1",2
69,24,0.8611,58,cx,"0,2",2
69,24,0.8611,59,h,2,1
74,25,0.8492,0,h,0,1
74,25,0.8492,1,cx,"2,5",2
74,25,0.8492,2,cx,"3,2",2
74,25,0.8492,3,t,4,1
74,25,0.8492,4,h,4,1
74,25,0.8492,5,h,0,1
74,25,0.8492,6,cx,"3,1",2
74,25,0.8492,7,t,1,1
74,25,0.8492,8,cx,"3,1",2
74,25,0.8492,9,h,1,1
74,25,0.8492,10,cx,"1,0",2
74,25,0.8492,11,cx,"4,2",2
74,25,0.8492,12,h,2,1
74,25,0.8492,13,t,5,1
74,25,0.8492,14,t,5,1
74,25,0.8492,15,t,1,1
74,25,0.8492,16,t,0,1
74,25,0.8492,17,cx,"3,5",2
74,25,0.8492,18,cx,"3,4",2
74,25,0.8492,19,t,5,1
74,25,0.8492,20,cx,"5,4",2
74,25,0.8492,21,cx,"2,5",2
74,25,0.8492,22,cx,"4,0",2
74,25,0.8492,23,cx,"1,2",2
74,25,0.8492,24,h,3,1
74,25,0.8492,25,h,3,1
74,25,0.8492,26,cx,"3,0",2
74,25,0.8492,27,cx,"4,2",2
74,25,0.8492,28,t,3,1
74,25,0.8492,29,cx,"4,1",2
74,25,0.8492,30,cx,"0,4",2
74,25,0.8492,31,t,2,1
74,25,0.8492,32,h,2,1
74,25,0.8492,33,h,0,1
74,25,0.8492,34,cx,"2,0",2
74,25,0.8492,35,cx,"2,0",2
74,25,0.8492,36,cx,"0,5",2
74,25,0.8492,37,t,0,1
74,25,0.8492,38,h,4,1
74,25,0.8492,39,h,5,1
74,25,0.8492,40,h,4,1
74,25,0.8492,41,h,0,1
74,25,0.8492,42,t,4,1
74,25,0.8492,43,h,3,1
74,25,0.8492,44,h,5,1
74,25,0.8492,45,h,2,1
74,25,0.8492,46,h,5,1
74,25,0.8492,47,cx,"5,4",2
74,25,0.8492,48,cx,"1,2",2
74,25,0.8492,49,t,2,1
74,25,0.8492,50,h,1,1
74,25,0.8492,51,cx,"0,2",2
74,25,0.8492,52,t,4,1
74,25,0.8492,53,t,1,1
74,25,0.8492,54,t,5,1
74,25,0.8492,55,t,5,1
74,25,0.8492,56,t,4,1
74,25,0.8492,57,h,1,1
74,25,0.8492,58,h,1,1
74,25,0.8492,59,h,1,1
