gate_count,seed,circuit_rank,circuit_idx,rfd_score,r2,rmse,mae,pearson,spearman,r2_baseline,r2_gain
30,1,8,49,10.511519090552499,0.4753103256225586,0.7166843170018155,0.5592806339263916,0.6920178,0.6805877190500031,0.475192666053772,0.0001176595687866211
30,1,9,0,11.708429685375936,0.47530418634414673,0.7166885169342961,0.5592833757400513,0.6920109,0.680496603347708,0.475192666053772,0.00011152029037475586
30,1,10,4,10.67694083631366,0.475236713886261,0.7167345898251961,0.5592722296714783,0.6919628,0.6806282754929343,0.475192666053772,4.404783248901367e-05
30,1,11,19,11.084003735934278,0.47522103786468506,0.7167452759841528,0.5593644976615906,0.6918814,0.6802455136925536,0.475192666053772,2.8371810913085938e-05
30,1,12,21,11.805002206138857,0.4752095937728882,0.7167530929956404,0.5591740608215332,0.6918762,0.6805352279670862,0.475192666053772,1.6927719116210938e-05
30,1,13,39,12.398272461631253,0.47514808177948,0.7167951287604325,0.559354305267334,0.69188285,0.6804022758406101,0.475192666053772,-4.458427429199219e-05
30,1,14,16,11.892450184087965,0.4751216769218445,0.716813131454686,0.5589614510536194,0.69184285,0.6803545609840231,0.475192666053772,-7.098913192749023e-05
30,1,15,43,10.776460716002335,0.47507715225219727,0.716843522968021,0.5593724846839905,0.69182396,0.6802860464321282,0.475192666053772,-0.00011551380157470703
30,1,16,29,10.808759367279144,0.47503626346588135,0.7168714604045084,0.5592086315155029,0.69181156,0.680597164837559,0.475192666053772,-0.000156402587890625
30,1,17,40,11.64812252454647,0.47503459453582764,0.7168725828680447,0.5591801404953003,0.6917978,0.6806116120333313,0.475192666053772,-0.00015807151794433594
30,1,18,44,11.96001988180583,0.47502344846725464,0.7168801906301328,0.558946430683136,0.69177186,0.6801341671755057,0.475192666053772,-0.00016921758651733398
30,1,19,37,12.521599189460357,0.4748254418373108,0.7170153708413126,0.5593433976173401,0.6916468,0.6800603549234382,0.475192666053772,-0.00036722421646118164
30,1,20,25,10.841492699547384,0.4746971130371094,0.7171029832694127,0.5597606301307678,0.69153035,0.679979490922819,0.475192666053772,-0.0004955530166625977
30,1,21,27,11.537811556721508,0.47464966773986816,0.7171353572598214,0.5595325827598572,0.6915212,0.6802863782791189,0.475192666053772,-0.0005429983139038086
30,1,22,47,11.427117036331962,0.4746384620666504,0.7171430037913012,0.5594582557678223,0.6915207,0.6801615089972013,0.475192666053772,-0.000554203987121582
30,1,23,12,10.449659417407682,0.47461432218551636,0.7171595017363893,0.559712827205658,0.6915195,0.6798110193166631,0.475192666053772,-0.0005783438682556152
30,1,24,31,10.497490387522944,0.4744781255722046,0.7172524150649504,0.5594009757041931,0.69141674,0.6800001839530229,0.475192666053772,-0.0007145404815673828
30,1,25,41,12.678575072770714,0.47430312633514404,0.7173718633109561,0.559513509273529,0.6913081,0.6800776465219877,0.475192666053772,-0.0008895397186279297
30,2,1,21,11.238655091822178,0.47540438175201416,0.7166200258543826,0.5591135025024414,0.6920216,0.6806925471440199,0.475192666053772,0.0002117156982421875
30,2,2,31,12.130345800720418,0.4753987789154053,0.7166238934667891,0.559150218963623,0.69206023,0.6806736555689084,0.475192666053772,0.00020611286163330078
30,2,3,35,10.941402376761124,0.4753111004829407,0.7166837764146587,0.5593366026878357,0.69198513,0.6803465966562471,0.475192666053772,0.00011843442916870117
30,2,4,23,12.914226786743649,0.4753076434135437,0.716686146678397,0.5591845512390137,0.6920432,0.6809178593990063,0.475192666053772,0.00011497735977172852
30,2,5,36,12.116346632799141,0.4752620458602905,0.7167172920473355,0.5593143105506897,0.6919701,0.6806667578921737,0.475192666053772,6.937980651855469e-05
30,2,6,49,12.639961038015464,0.47518372535705566,0.716770764116985,0.5592712163925171,0.6919337,0.6804041365540936,0.475192666053772,-8.940696716308594e-06
30,2,7,18,11.736869883921713,0.47517234086990356,0.7167785392723611,0.559341549873352,0.6919247,0.6807606587388548,0.475192666053772,-2.0325183868408203e-05
30,2,8,34,12.602138801890566,0.4751119613647461,0.7168197836060587,0.5592762231826782,0.6918834,0.6807315273137454,0.475192666053772,-8.07046890258789e-05
30,2,9,44,12.563639285766103,0.47507232427597046,0.7168468489104111,0.5595163106918335,0.69185126,0.6804028091661308,0.475192666053772,-0.00012034177780151367
30,2,10,41,10.776655853508407,0.4750465154647827,0.7168644761474587,0.5592820048332214,0.69183457,0.6802389478628096,0.475192666053772,-0.0001461505889892578
30,2,11,42,10.772316257857414,0.4750380516052246,0.7168702132207402,0.5593338012695312,0.69181865,0.680602782533044,0.475192666053772,-0.00015461444854736328
30,2,12,33,12.094330452810286,0.47498196363449097,0.7169085423438839,0.5594383478164673,0.69177634,0.6802731636578833,0.475192666053772,-0.00021070241928100586
30,2,13,2,11.970049578474013,0.4748913049697876,0.7169704383039115,0.5594787001609802,0.69171965,0.6805723000166153,0.475192666053772,-0.000301361083984375
30,2,14,3,11.181810400099002,0.4748709797859192,0.7169843215531688,0.5593321919441223,0.6917005,0.6801825812811088,0.475192666053772,-0.0003216862678527832
30,2,15,45,12.26891483673634,0.47486257553100586,0.7169900161016136,0.5594584941864014,0.6917088,0.6800700021895242,0.475192666053772,-0.0003300905227661133
30,2,16,40,11.0813981557399,0.4748554229736328,0.7169949208589107,0.5597299337387085,0.69166815,0.6805175689665113,0.475192666053772,-0.00033724308013916016
30,2,17,19,11.484699244505544,0.4748424291610718,0.7170038158416296,0.5595519542694092,0.6916968,0.6802318487075448,0.475192666053772,-0.0003502368927001953
30,2,18,37,11.316845164542338,0.4748126268386841,0.7170241408786406,0.5594285130500793,0.6916443,0.6804937352415743,0.475192666053772,-0.0003800392150878906
30,2,19,32,14.176650793380452,0.4747411608695984,0.7170728936803247,0.5597442388534546,0.6916256,0.6797123422436518,0.475192666053772,-0.000451505184173584
30,2,20,30,11.885380443181738,0.4747353792190552,0.7170768419718544,0.5594303607940674,0.6915926,0.680494766337581,0.475192666053772,-0.0004572868347167969
30,2,21,17,12.740674619847884,0.47459131479263306,0.7171751681994201,0.55966717004776,0.69152033,0.68012303844964,0.475192666053772,-0.000601351261138916
30,2,22,0,11.864731470566669,0.47452133893966675,0.7172229550309709,0.5596902370452881,0.6914398,0.6800882182189762,0.475192666053772,-0.0006713271141052246
30,2,23,11,11.204505599989552,0.4744722247123718,0.7172564454691551,0.5596292614936829,0.6914408,0.6799013528081945,0.475192666053772,-0.0007204413414001465
30,2,24,28,11.490023374107354,0.47445517778396606,0.7172680794985821,0.5595974326133728,0.69139713,0.680270508881958,0.475192666053772,-0.0007374882698059082
30,2,25,47,12.860312022730726,0.47403621673583984,0.7175539264949247,0.5594704747200012,0.6911254,0.6797718495200858,0.475192666053772,-0.001156449317932129
100,0,1,44,16.284917666802468,0.47609663009643555,0.7161471048979596,0.5587055683135986,0.69254625,0.6809610350628281,0.475192666053772,0.0009039640426635742
100,0,2,35,14.861556965921686,0.475503146648407,0.7165525680099892,0.5591838359832764,0.6921369,0.6810440797722432,0.475192666053772,0.00031048059463500977
100,0,3,33,14.984653809483044,0.475485622882843,0.716564587782602,0.5589807033538818,0.6920711,0.6805753814529573,0.475192666053772,0.0002929568290710449
100,0,4,6,15.925969629970588,0.4754244089126587,0.7166063850762492,0.5592570900917053,0.69209105,0.6808513359290553,0.475192666053772,0.00023174285888671875
100,0,5,15,16.10737109655136,0.4754038453102112,0.7166204001403664,0.5590493679046631,0.69204533,0.6806464085606387,0.475192666053772,0.00021117925643920898
100,0,6,25,15.983353907505016,0.47536563873291016,0.7166465580876689,0.5593554973602295,0.6920417,0.6809358265432155,0.475192666053772,0.0001729726791381836
100,0,7,7,15.974602400637712,0.4753383994102478,0.7166651051156826,0.5592468976974487,0.69198024,0.6807975411615322,0.475192666053772,0.00014573335647583008
100,0,8,12,16.309930243895355,0.47531038522720337,0.7166842754182025,0.5592383146286011,0.69198483,0.6802267050791895,0.475192666053772,0.00011771917343139648
100,0,9,39,14.994400597411184,0.4752787947654724,0.7167058569890107,0.559286892414093,0.69194746,0.6804773206672143,0.475192666053772,8.612871170043945e-05
100,0,10,38,16.088347731913007,0.4752432703971863,0.7167300990960659,0.5592129230499268,0.6919363,0.6808088002558585,0.475192666053772,5.060434341430664e-05
100,0,11,13,15.478439405068167,0.4752300977706909,0.7167390805261897,0.5591356158256531,0.69193286,0.6806959959823872,0.475192666053772,3.743171691894531e-05
100,0,12,23,15.28339385173996,0.47522151470184326,0.7167449433434749,0.5594884753227234,0.69192636,0.6806405301282326,0.475192666053772,2.8848648071289062e-05
100,0,13,49,15.634084897807288,0.4752079248428345,0.7167542156445444,0.5591486096382141,0.691921,0.6807485226203389,0.475192666053772,1.52587890625e-05
100,0,14,1,14.80023876912191,0.475185751914978,0.7167693920219872,0.5596908330917358,0.69190145,0.6802401922890245,0.475192666053772,-6.9141387939453125e-06
100,0,15,29,15.230687670736337,0.47518038749694824,0.7167730509361449,0.5594996809959412,0.69193983,0.6806152742019069,0.475192666053772,-1.2278556823730469e-05
100,0,16,14,15.724672910069213,0.47513294219970703,0.7168054398277048,0.5593221783638,0.69188184,0.6805612068457844,0.475192666053772,-5.9723854064941406e-05
100,0,17,31,15.047980602319218,0.4751107096672058,0.7168206151206398,0.5593905448913574,0.6918658,0.680415857863871,0.475192666053772,-8.195638656616211e-05
100,0,18,11,15.367793160963021,0.47506183385849,0.7168539996342959,0.5596475005149841,0.6918201,0.6805393167960785,0.475192666053772,-0.00013083219528198242
100,0,19,47,15.220812260403079,0.47499507665634155,0.7168995630368042,0.559021532535553,0.69176424,0.6802491640094509,0.475192666053772,-0.00019758939743041992
100,0,20,43,15.069891934850352,0.47490453720092773,0.716961376636944,0.5595296621322632,0.69170666,0.680627066621754,0.475192666053772,-0.0002881288528442383
100,0,21,26,15.172795292122624,0.47487980127334595,0.7169782528605179,0.5596826672554016,0.6916889,0.6802533358001908,0.475192666053772,-0.0003128647804260254
100,0,22,40,16.277482233824898,0.4748504161834717,0.7169983292298157,0.5596387982368469,0.6916522,0.6803572039082703,0.475192666053772,-0.00034224987030029297
100,0,23,41,15.586961027648979,0.4747423529624939,0.7170721040194099,0.5594578385353088,0.6916048,0.6804209185304788,0.475192666053772,-0.00045031309127807617
100,0,24,0,14.681581061932981,0.47449928522109985,0.7172379968356158,0.5594974756240845,0.69140613,0.6799684688620576,0.475192666053772,-0.0006933808326721191
100,0,25,4,15.094093891856202,0.47440093755722046,0.7173050993866411,0.5597682595252991,0.69137466,0.6797058830790121,0.475192666053772,-0.0007917284965515137
100,1,1,0,16.164064197514808,0.47620534896850586,0.7160727769983721,0.5588774085044861,0.69263285,0.6810662424105487,0.475192666053772,0.0010126829147338867
100,1,2,48,16.0095386249007,0.47567886114120483,0.7164325671837742,0.5591052174568176,0.6922848,0.6806704674674623,0.475192666053772,0.00048619508743286133
100,1,3,28,15.919147125024852,0.47562676668167114,0.7164681743786397,0.5590651035308838,0.692217,0.6808857413509809,0.475192666053772,0.0004341006278991699
100,1,4,23,15.035373370883592,0.4755685329437256,0.7165079392008621,0.5593705177307129,0.692161,0.6806541951132412,0.475192666053772,0.0003758668899536133
100,1,5,27,14.666302771178884,0.4754350781440735,0.7165991071158363,0.5593266487121582,0.69206965,0.6807806288166863,0.475192666053772,0.00024241209030151367
100,1,6,30,15.307837167739118,0.4754181504249573,0.7166106686412514,0.5592442154884338,0.69208574,0.6808326221291172,0.475192666053772,0.00022548437118530273
100,1,7,45,15.62277310778141,0.4753860831260681,0.7166325851217331,0.5590003728866577,0.6920459,0.6806873087022388,0.475192666053772,0.00019341707229614258
100,1,8,4,15.431071043990713,0.4753549098968506,0.7166538771515738,0.5590950846672058,0.69201684,0.6808467137745425,0.475192666053772,0.00016224384307861328
100,1,9,31,15.645192819036453,0.47531843185424805,0.7166787863601123,0.5594775676727295,0.69199127,0.6806741177843597,0.475192666053772,0.00012576580047607422
100,1,10,6,15.601770657842751,0.47528743743896484,0.7166999106865783,0.5589570999145508,0.69198453,0.6804832109512987,0.475192666053772,9.47713851928711e-05
100,1,11,38,16.061079121957313,0.4752715826034546,0.7167107636909298,0.5590400695800781,0.692,0.6807325939647869,0.475192666053772,7.891654968261719e-05
100,1,12,11,15.717551721251118,0.4752499461174011,0.7167255251763613,0.5591815114021301,0.6919611,0.680807935083347,0.475192666053772,5.728006362915039e-05
100,1,13,22,14.70309398405402,0.4752453565597534,0.716728685342183,0.5592576861381531,0.69199026,0.6806398901376076,0.475192666053772,5.269050598144531e-05
100,1,14,7,15.863055503718886,0.47520244121551514,0.7167579993741965,0.5592738389968872,0.69193625,0.6805614557310273,0.475192666053772,9.775161743164062e-06
100,1,15,43,14.87825752158742,0.47518855333328247,0.7167674378215466,0.5595085024833679,0.69191337,0.6808128890848506,0.475192666053772,-4.112720489501953e-06
100,1,16,40,15.407775875740363,0.47510892152786255,0.7168218623907028,0.5591643452644348,0.69183755,0.680602936604861,0.475192666053772,-8.374452590942383e-05
100,1,17,29,14.876213551348378,0.47508704662323,0.7168367878874172,0.5594305992126465,0.6918608,0.6808883131651585,0.475192666053772,-0.00010561943054199219
100,1,18,41,15.818522822450902,0.47508639097213745,0.7168372036349661,0.5595535635948181,0.6918383,0.6800583401381377,0.475192666053772,-0.00010627508163452148
100,1,19,16,15.900408845331127,0.47495418787002563,0.7169274982895062,0.5594039559364319,0.69172454,0.6802344086700443,0.475192666053772,-0.0002384781837463379
100,1,20,33,15.570787493770714,0.47493278980255127,0.7169420890378567,0.5595906972885132,0.691714,0.6803119897557917,0.475192666053772,-0.0002598762512207031
100,1,21,13,16.04170486253526,0.4748121500015259,0.7170244318259079,0.5598346590995789,0.6916584,0.6799358767469025,0.475192666053772,-0.00038051605224609375
100,1,22,36,14.958215824232598,0.4747871160507202,0.7170415559428293,0.5595898628234863,0.6916448,0.6805362946181277,0.475192666053772,-0.0004055500030517578
100,1,23,1,15.06117571718727,0.4747522473335266,0.7170653295242527,0.5597035884857178,0.6916243,0.6804247466225498,0.475192666053772,-0.00044041872024536133
100,1,24,37,15.981879338426618,0.47470247745513916,0.7170993260386955,0.5594362020492554,0.6915864,0.6800051735095611,0.475192666053772,-0.0004901885986328125
100,1,25,44,14.98569455335035,0.4745405912399292,0.717209782804839,0.5595219731330872,0.691441,0.6800598334495956,0.475192666053772,-0.0006520748138427734
100,2,1,27,15.240782837012803,0.47630375623703003,0.7160055173336329,0.5588202476501465,0.6926732,0.6814949057607458,0.475192666053772,0.0011110901832580566
100,2,2,49,15.185549779816297,0.47589653730392456,0.7162838380952492,0.5589867830276489,0.69235194,0.6810066995790798,0.475192666053772,0.0007038712501525879
100,2,3,11,15.804201555242841,0.47564178705215454,0.7164579000542889,0.5591329336166382,0.6922561,0.680875691127835,0.475192666053772,0.00044912099838256836
100,2,4,35,15.8414908421419,0.475475549697876,0.7165714917822806,0.5592750310897827,0.69210505,0.680488591613219,0.475192666053772,0.0002828836441040039
100,2,5,5,15.950025508270897,0.47544634342193604,0.7165914131915972,0.5591988563537598,0.69209605,0.6806566958173494,0.475192666053772,0.0002536773681640625
100,2,6,46,15.338421528819993,0.47540491819381714,0.7166196931555661,0.5592630505561829,0.692082,0.680290170816155,0.475192666053772,0.00021225214004516602
100,2,7,24,15.373709493432647,0.4753914475440979,0.7166289254903948,0.5591037273406982,0.6920557,0.6806723755876587,0.475192666053772,0.00019878149032592773
100,2,8,18,15.473314996866133,0.4753562808036804,0.7166529206872412,0.5590687990188599,0.6920061,0.6805594527974052,0.475192666053772,0.00016361474990844727
100,2,9,4,14.753186216406348,0.4752606749534607,0.7167182068441199,0.5594610571861267,0.6919452,0.6803537669215811,0.475192666053772,6.80088996887207e-05
100,2,10,37,15.204384353386464,0.47526025772094727,0.7167184979155792,0.5593615770339966,0.69199413,0.6807147216340036,0.475192666053772,6.759166717529297e-05
100,2,11,1,15.438035129013466,0.4752349853515625,0.7167357540837109,0.5592833757400513,0.6919338,0.6806006136759263,0.475192666053772,4.2319297790527344e-05
100,2,12,13,14.658478075487979,0.4751933217048645,0.7167641946686317,0.5593071579933167,0.6919152,0.6806599313255085,0.475192666053772,6.556510925292969e-07
100,2,13,34,15.856087588993995,0.4751729965209961,0.7167780819126148,0.5592843294143677,0.69192046,0.6806932226896796,0.475192666053772,-1.9669532775878906e-05
100,2,14,2,16.186546532090095,0.4751633405685425,0.716784692811479,0.5596361756324768,0.6918838,0.6804131793845893,0.475192666053772,-2.9325485229492188e-05
100,2,15,10,15.952738418135649,0.47516244649887085,0.7167852749002823,0.5592485666275024,0.6919346,0.6806895368177476,0.475192666053772,-3.0219554901123047e-05
100,2,16,28,15.476550867873517,0.4751341938972473,0.71680460829552,0.5591853260993958,0.6918467,0.6805038447231115,0.475192666053772,-5.84721565246582e-05
100,2,17,21,15.625054390829954,0.4751230478286743,0.7168122167790444,0.5594313144683838,0.69185925,0.6804394071485304,0.475192666053772,-6.961822509765625e-05
100,2,18,6,15.101376866591409,0.4750624895095825,0.716853542322694,0.559268593788147,0.6917925,0.6803662822938007,0.475192666053772,-0.00013017654418945312
100,2,19,0,15.225747649608548,0.4750283360481262,0.7168768648424313,0.559773862361908,0.6918311,0.6805446026445725,0.475192666053772,-0.00016433000564575195
100,2,20,8,15.756793709633733,0.4750162363052368,0.7168851377107938,0.5596283674240112,0.6917646,0.6805988596275471,0.475192666053772,-0.00017642974853515625
100,2,21,25,15.16264668602794,0.4749722480773926,0.7169151520397317,0.5594361424446106,0.69178987,0.6804485566441303,0.475192666053772,-0.00022041797637939453
100,2,22,3,14.60766678800808,0.47490137815475464,0.716963538145888,0.559191107749939,0.6916946,0.680658556530833,0.475192666053772,-0.000291287899017334
100,2,23,20,14.699761594867438,0.47478795051574707,0.7170409740620732,0.5593354105949402,0.6915922,0.6801405552300761,0.475192666053772,-0.00040471553802490234
100,2,24,22,14.946162832725118,0.474747896194458,0.7170683219471831,0.5597447752952576,0.69158137,0.6800943810916601,0.475192666053772,-0.00044476985931396484
100,2,25,9,15.27444439901512,0.47471684217453003,0.7170895179187773,0.559997022151947,0.6915636,0.6803624542017298,0.475192666053772,-0.00047582387924194336
