name,fc0,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,fc11,fc12,fc13,fc14,fc15,affinity
1s5z,705.2563,-84.03141,290.70102,-163.1183,105.9527,231.50047,-169.24208,248.70671,-240.33478,167.58945,0.0,0.0,0.0,3.6183653,0.0,0.0,3.21
1s89,655.81525,-71.366585,152.45995,-166.46707,55.272835,182.26608,-182.18886,220.07507,-204.012,130.93738,0.0,0.0,0.0,3.6596885,0.0,0.0,5.24
1sb1,301.29315,-62.13984,284.18903,-161.46661,400.3086,459.65286,-262.30692,451.00153,-271.47473,261.68518,0.0,0.0,0.0,6.206004,0.0,0.0,6.89
1sbg,202.81277,-64.599144,249.88206,-157.48358,427.18167,503.45868,-274.23328,467.63782,-263.2015,247.51093,0.0,0.0,0.0,6.8236256,0.0,0.0,7.74
1sdt,89.32055,-60.209583,224.84409,-165.74448,462.2517,532.7555,-308.3023,511.72675,-269.5295,261.39725,0.0,0.0,0.0,6.9234204,0.0,0.0,9.27
1sdu,89.27121,-57.015842,182.26682,-142.60823,352.17822,477.1102,-276.74023,441.92773,-267.99335,249.8919,0.0,0.0,0.0,6.679411,0.0,0.0,10.07
1sdv,121.63552,-59.12879,229.27534,-162.65526,462.2032,515.18945,-298.25302,501.0768,-263.69003,251.14577,0.0,0.0,0.0,6.7457123,0.0,0.0,8.74
1sgu,430.01663,-64.45618,334.6596,-172.16475,381.99316,489.4581,-269.3265,473.99066,-288.93893,291.92487,0.0,0.0,0.0,6.2486076,0.0,0.0,5.37
1sh9,402.03076,-65.59804,321.6303,-181.82701,405.06927,470.16745,-284.65262,495.15195,-295.10852,286.2615,0.0,0.0,0.0,6.914764,0.0,0.0,6.03
1sl3,23.919407,-62.21757,114.19137,-181.40662,467.81076,423.64713,-337.65726,525.06256,-275.31754,244.84933,0.0,0.0,0.0,6.032871,0.0,0.0,11.85
1sld,385.2729,-56.46406,257.9202,-151.49615,332.2835,333.796,-250.5078,405.7824,-262.0225,193.5799,0.0,0.0,0.0,5.358425,0.0,0.0,6.57
1sln,329.16827,-68.13845,269.55847,-158.41222,324.5274,404.05646,-230.73482,382.68082,-254.27687,234.21251,0.0,0.0,0.0,5.601258,0.0,0.0,6.64
1sqo,397.52267,-68.503,98.76856,-152.67787,167.1086,277.26776,-184.91016,261.78333,-223.85301,122.473,0.0,0.0,0.0,3.8328927,0.0,0.0,7.46
1sqt,438.59103,-71.217,196.74118,-164.65335,250.5559,324.84573,-212.36479,328.2277,-250.80385,164.03987,0.0,0.0,0.0,5.0835786,0.0,0.0,6.2
1sr7,85.81135,-68.92123,174.13391,-165.73341,449.00552,533.3947,-310.814,520.742,-282.38885,268.07352,0.0,0.0,0.0,6.9818783,0.0,0.0,10.1
1srg,509.51797,-53.19765,200.46103,-141.75928,173.6263,309.7134,-188.5668,258.25616,-225.37813,164.224,0.0,0.0,0.0,4.818719,0.0,0.0,5.3
1ssq,647.47284,-61.72666,112.811485,-157.69084,12.7603245,94.489395,-172.81512,195.4914,-210.62196,71.05196,0.0,0.0,0.0,2.4316273,0.0,0.0,6.0
1stc,124.34791,-74.265785,310.48416,-181.29459,569.0825,607.87384,-347.08667,600.43225,-313.8694,310.70724,0.0,0.0,0.0,7.2061167,0.0,0.0,8.1
1str,555.5736,-59.294415,244.96432,-150.75905,209.69923,307.83948,-182.60959,297.74857,-242.79329,178.10258,0.0,0.0,0.0,4.3178883,0.0,0.0,4.77
1sw2,461.73663,-56.80625,69.79949,-134.31444,66.24098,214.01959,-163.54352,176.11885,-199.81429,101.172455,0.0,0.0,0.0,3.5280936,0.0,0.0,7.22
1swg,420.75754,-55.330826,90.16664,-127.42472,113.25985,268.9669,-163.92596,212.32968,-213.84103,129.14075,0.0,0.0,0.0,4.183436,0.0,0.0,7.36
1syh,451.3568,-53.55866,180.60501,-147.8445,211.63509,311.00403,-212.56305,296.99353,-249.17964,178.56538,0.0,0.0,0.0,5.415801,0.0,0.0,6.41
1szd,569.0162,-84.22047,357.4118,-163.57185,282.54623,391.85025,-249.81094,433.78354,-301.50092,283.408,0.0,0.0,0.0,4.492119,0.0,0.0,4.54
1t31,157.47258,-65.02167,275.24002,-181.75977,489.11624,511.7054,-331.84842,530.05994,-297.29517,297.96338,0.0,0.0,0.0,6.1773252,0.0,0.0,8.64
1t4v,337.36945,-45.315228,185.97665,-140.5767,259.33362,333.74396,-226.86388,336.47626,-247.60583,200.58769,0.0,0.0,0.0,5.6415324,0.0,0.0,7.68
1t7d,411.1283,-49.752377,265.43625,-142.69334,220.6302,403.12973,-198.97018,316.95663,-257.78723,254.56238,0.0,0.0,0.0,5.041621,0.0,0.0,6.03
1ta6,216.25114,-57.742893,177.50896,-171.5129,387.1193,402.9342,-290.71292,445.23227,-269.86118,236.41016,0.0,0.0,0.0,5.4466677,0.0,0.0,9.13
1tcx,288.29056,-57.819004,300.7301,-156.40527,414.07303,491.76184,-284.90375,473.27646,-280.4765,294.61084,0.0,0.0,0.0,6.6196814,0.0,0.0,6.95
1td7,651.0624,-76.16251,230.3285,-174.67574,123.444695,251.57108,-195.76814,258.86386,-241.53857,175.03864,0.0,0.0,0.0,3.6728673,0.0,0.0,4.37
1thz,461.02014,-74.72056,346.73016,-139.28432,290.88483,414.18414,-228.70068,371.6692,-289.36502,301.0187,0.0,0.0,0.0,4.9416213,0.0,0.0,5.15
1tlp,369.4278,-54.018658,132.26686,-141.82127,175.89517,301.63718,-202.54404,269.09497,-224.5816,162.14636,0.0,0.0,0.0,4.8554945,0.0,0.0,7.55
1tmn,384.54047,-60.552216,107.000206,-132.27727,127.37297,308.63065,-173.0492,228.95416,-203.56969,136.92027,0.0,0.0,0.0,5.453415,0.0,0.0,7.3
1tng,867.52814,-99.18811,292.10297,-187.31726,13.365953,55.46234,-193.24359,190.46257,-239.73672,144.4257,0.0,0.0,0.0,2.7166626,0.0,0.0,2.93
1tnh,745.30554,-76.902794,263.23245,-165.75227,51.59444,143.30072,-180.15512,195.69308,-241.40219,138.00769,0.0,0.0,0.0,2.7818007,0.0,0.0,3.37
1tom,343.9448,-45.112938,125.188156,-131.31693,193.14572,289.7583,-200.50642,295.73715,-228.35052,163.68114,0.0,0.0,0.0,4.775974,0.0,0.0,8.3
1tpw,768.9661,-85.0296,265.35052,-178.0962,62.0881,148.52817,-183.02081,215.3137,-237.08507,147.0434,0.0,0.0,0.0,3.3051486,0.0,0.0,3.3
1tq4,441.1576,-63.79867,253.88605,-150.45702,227.1461,349.9954,-235.31885,361.36856,-283.6347,211.13098,0.0,0.0,0.0,4.500748,0.0,0.0,6.19
1trd,654.5973,-77.37461,158.42317,-176.85214,50.828304,150.8163,-188.99957,212.37436,-230.09138,121.84803,0.0,0.0,0.0,3.3474994,0.0,0.0,5.4
1tsy,561.8411,-83.3846,301.54166,-177.86647,236.0626,394.63092,-235.53021,390.89993,-265.76312,269.64294,0.0,0.0,0.0,4.1905375,0.0,0.0,4.96
1ttm,289.26804,-51.845783,244.201,-149.25803,356.3898,399.45847,-255.72699,412.97717,-264.7772,213.87769,0.0,0.0,0.0,5.1504803,0.0,0.0,7.35
1tx7,680.26733,-67.337425,191.05571,-158.17627,41.31193,149.92693,-164.39369,188.78673,-209.07132,118.99223,0.0,0.0,0.0,3.1865425,0.0,0.0,4.6
1txr,376.9552,-57.214024,82.30098,-131.19115,116.30619,303.07516,-171.22125,214.76668,-207.5337,150.06665,0.0,0.0,0.0,5.500483,0.0,0.0,7.74
1u1w,560.75464,-56.178726,117.958466,-140.68918,72.31623,191.7269,-162.71436,185.93405,-202.60391,91.74013,0.0,0.0,0.0,3.4641306,0.0,0.0,5.85
1u33,553.89557,-68.1037,305.8498,-163.63081,262.97418,400.0312,-207.27258,386.4042,-269.2359,268.09973,0.0,0.0,0.0,4.8109493,0.0,0.0,4.6
1u71,324.8923,-53.06487,179.59404,-142.61194,267.65262,365.28815,-219.80582,336.13275,-242.18991,189.07147,0.0,0.0,0.0,4.5880694,0.0,0.0,7.48
1ua4,597.3357,-85.299034,274.23874,-162.2325,219.83275,361.87204,-211.09915,337.69846,-258.77948,230.77728,0.0,0.0,0.0,3.9126253,0.0,0.0,4.22
1ucn,611.81055,-74.43318,216.0463,-160.57994,94.21102,217.9265,-201.77693,250.60191,-255.22363,177.42807,0.0,0.0,0.0,3.8522563,0.0,0.0,5.22
1uho,152.7973,-76.45484,187.10393,-164.5463,390.00198,478.69263,-291.01746,465.9878,-278.77554,249.48253,0.0,0.0,0.0,5.9747376,0.0,0.0,9.22
1ui0,462.94388,-62.847332,115.764694,-136.42215,75.402954,211.02173,-181.10193,212.23909,-210.43138,118.11681,0.0,0.0,0.0,3.3845682,0.0,0.0,7.06
1uml,248.17953,-63.070175,242.83168,-147.27078,344.19708,476.6415,-263.20877,412.72992,-254.59955,246.60864,0.0,0.0,0.0,5.478364,0.0,0.0,7.52
1uou,357.2756,-48.990665,128.16583,-128.0119,159.35661,297.71472,-189.15562,252.55222,-223.58586,153.37798,0.0,0.0,0.0,4.9141665,0.0,0.0,7.7
1ur9,466.84186,-61.1742,281.8761,-165.47115,298.81625,410.03775,-263.9516,424.53598,-297.6929,263.49524,0.0,0.0,0.0,4.5815544,0.0,0.0,5.77
1usi,506.36224,-58.671463,96.774605,-143.63698,72.51308,208.0112,-173.65475,189.11539,-198.46657,117.513954,0.0,0.0,0.0,4.4535604,0.0,0.0,6.74
1usk,567.59326,-56.524204,88.577805,-147.11995,45.050724,166.01578,-183.23642,179.85379,-192.17679,99.39116,0.0,0.0,0.0,3.9174185,0.0,0.0,6.4
1usn,328.2439,-57.82265,157.69763,-138.27077,214.93422,347.4857,-218.70267,313.7858,-253.42003,167.89198,0.0,0.0,0.0,5.02458,0.0,0.0,7.74
1utj,776.22174,-93.95785,277.02795,-177.00578,33.37111,83.95009,-188.29349,208.43384,-230.17665,160.84949,0.0,0.0,0.0,2.6960647,0.0,0.0,3.84
1utl,828.5092,-103.5174,352.36923,-175.96425,43.534843,89.780235,-189.50107,196.58144,-244.70753,180.33232,0.0,0.0,0.0,2.886144,0.0,0.0,2.47
1utm,804.7703,-96.48052,296.09488,-189.72092,94.59512,131.60545,-202.09201,242.87793,-251.02332,159.80373,0.0,0.0,0.0,2.7615893,0.0,0.0,3.01
1utn,845.3704,-93.63095,246.78523,-185.60773,-3.8221486,35.562622,-193.50188,184.20334,-230.95111,125.46515,0.0,0.0,0.0,2.687779,0.0,0.0,3.49
1uv6,599.5121,-68.37646,180.83772,-162.71623,113.55428,263.4648,-187.2177,248.10976,-228.76004,157.92374,0.0,0.0,0.0,2.9399886,0.0,0.0,5.12
1uvt,253.63965,-57.39103,200.5793,-141.74306,320.1707,427.72705,-234.32153,371.0706,-247.65247,210.30966,0.0,0.0,0.0,5.4110956,0.0,0.0,7.64
1uwf,532.5743,-63.071285,45.210495,-140.2716,-1.2184451,140.67682,-153.00821,144.64671,-192.36742,50.279987,0.0,0.0,0.0,3.920467,0.0,0.0,6.82
1uwt,546.6158,-62.00582,125.56079,-155.74725,143.59457,212.51302,-192.00693,238.49481,-226.84863,108.14049,0.0,0.0,0.0,3.8787937,0.0,0.0,5.97
1uwu,528.2732,-66.71574,136.54738,-155.49396,104.775856,237.54349,-187.88806,218.91966,-220.879,123.516304,0.0,0.0,0.0,3.922598,0.0,0.0,5.98
1uz1,517.3915,-60.214466,61.51695,-134.75671,29.270128,154.57628,-174.76819,166.12842,-191.57132,63.14659,0.0,0.0,0.0,3.7366588,0.0,0.0,6.89
1uz4,770.6905,-81.14621,249.291,-192.29228,79.858986,189.46208,-191.2279,234.71008,-231.91919,166.73466,0.0,0.0,0.0,3.275992,0.0,0.0,3.4
1uz8,592.5916,-61.77061,244.61122,-150.49286,179.05225,232.59927,-195.49683,298.32037,-243.43867,166.257,0.0,0.0,0.0,3.940581,0.0,0.0,4.96
1v0k,693.43994,-52.64899,159.51053,-150.70103,1.3084342,109.05754,-174.14474,200.0408,-194.86185,93.83592,0.0,0.0,0.0,3.5494576,0.0,0.0,5.1
1v0l,523.1973,-53.998577,25.786236,-125.49883,-17.973122,111.86317,-164.7126,167.5204,-182.89749,52.15588,0.0,0.0,0.0,3.5317898,0.0,0.0,7.55
1v11,563.6213,-88.75628,413.53564,-179.41414,380.69693,512.3482,-303.68643,529.93964,-337.49368,353.42075,0.0,0.0,0.0,5.5497704,0.0,0.0,3.98
1v16,569.1502,-87.11783,424.1028,-182.90814,393.58466,515.4968,-303.78122,539.39136,-335.3565,355.27368,0.0,0.0,0.0,5.7899156,0.0,0.0,3.87
1v1j,638.09094,-66.376434,179.68256,-159.17856,71.215675,195.237,-173.97531,208.6178,-224.45248,128.76251,0.0,0.0,0.0,3.7982037,0.0,0.0,4.82
1v2j,760.29193,-91.751396,299.52136,-184.00195,108.878044,198.92796,-191.01895,252.07155,-244.33246,204.3029,0.0,0.0,0.0,2.9380789,0.0,0.0,3.25
1v2k,356.43802,-59.71019,311.26392,-156.40733,331.32846,439.85727,-272.8501,425.82956,-287.07617,258.4047,0.0,0.0,0.0,6.487669,0.0,0.0,6.19
1v2l,724.33307,-65.66485,218.49167,-176.41093,36.063732,124.77291,-192.62808,203.76595,-230.95076,126.04804,0.0,0.0,0.0,2.9845614,0.0,0.0,4.29
1v2o,639.7522,-86.447716,212.78717,-179.93773,131.96419,213.17496,-198.0062,254.11324,-232.13492,159.37564,0.0,0.0,0.0,4.486535,0.0,0.0,4.73
1v2r,743.2444,-99.12799,272.8559,-195.25107,130.90901,230.11496,-200.96664,273.78668,-251.43625,206.16939,0.0,0.0,0.0,4.471072,0.0,0.0,3.55
1v2s,729.0638,-66.84471,225.07127,-171.89268,30.687067,123.311455,-186.71587,201.92708,-226.73938,129.10919,0.0,0.0,0.0,2.9251883,0.0,0.0,4.17
1v2u,790.951,-76.13612,267.30023,-181.05182,35.14203,126.42923,-193.65193,207.91765,-241.96506,149.9398,0.0,0.0,0.0,2.9143143,0.0,0.0,3.37
1v2w,713.3179,-94.78395,235.0872,-186.43416,110.52551,197.64728,-195.7308,240.56499,-233.10771,166.91269,0.0,0.0,0.0,4.475381,0.0,0.0,4.01
1v48,344.83243,-60.60245,145.68002,-136.81374,216.56734,328.5761,-211.51329,319.27383,-245.82114,164.23048,0.0,0.0,0.0,5.084571,0.0,0.0,7.8
1v7a,336.99374,-59.925755,108.053406,-140.1679,213.86955,341.15717,-212.2175,302.45996,-238.59456,177.07254,0.0,0.0,0.0,4.8748097,0.0,0.0,8.01
1vyf,298.15704,-45.352436,140.29521,-132.3169,218.96175,329.28793,-208.65842,310.7712,-229.92368,151.94492,0.0,0.0,0.0,4.03771,0.0,0.0,8.05
1vyg,292.59354,-37.865273,161.04472,-126.23703,228.68596,329.12106,-213.42159,309.2701,-224.46126,155.59851,0.0,0.0,0.0,5.80874,0.0,0.0,8.0
1w0z,304.62137,-55.70148,188.9811,-148.57164,262.25128,383.89017,-212.46765,349.0322,-263.64658,207.90065,0.0,0.0,0.0,4.3710694,0.0,0.0,7.68
1w13,225.79373,-58.726566,218.06245,-154.95605,328.03613,435.72122,-259.819,431.88605,-277.4028,254.60974,0.0,0.0,0.0,5.1109495,0.0,0.0,8.7
1w3j,554.9947,-65.19176,96.649895,-144.24464,51.58869,168.01193,-178.89908,183.42715,-201.22766,82.849174,0.0,0.0,0.0,3.366116,0.0,0.0,6.32
1w3k,665.7783,-71.043724,192.67154,-172.69379,75.04778,222.54488,-175.31456,211.93727,-216.18439,139.00107,0.0,0.0,0.0,3.883928,0.0,0.0,4.3
1w3l,517.39795,-59.72468,124.842155,-148.52234,72.19585,231.99149,-171.22174,196.91788,-204.10722,127.71478,0.0,0.0,0.0,4.223675,0.0,0.0,6.28
1w4p,630.61237,-78.812836,233.99973,-149.87054,98.500336,197.31126,-175.8172,239.18886,-223.60614,152.74287,0.0,0.0,0.0,3.3503294,0.0,0.0,4.74
1w4q,552.82245,-68.71714,232.56773,-143.06273,129.3798,245.39601,-183.65158,259.1976,-231.51472,159.7124,0.0,0.0,0.0,4.3297153,0.0,0.0,5.26
1w5v,125.01272,-68.6032,267.18692,-164.12836,520.6454,577.4265,-300.35992,539.7254,-279.68353,281.98514,0.0,0.0,0.0,7.381837,0.0,0.0,8.15
1w5w,72.47057,-69.24044,250.4615,-165.09715,543.3521,587.11865,-309.14026,555.36,-281.2273,278.5811,0.0,0.0,0.0,7.7913313,0.0,0.0,8.8
1w5x,96.605194,-70.043304,270.95905,-166.18315,548.6124,590.3216,-311.5167,560.7782,-284.32944,284.58463,0.0,0.0,0.0,7.997451,0.0,0.0,8.4
1w7g,471.14114,-76.65598,347.9958,-163.67538,329.91953,438.55643,-240.99657,428.1427,-292.77554,301.99023,0.0,0.0,0.0,6.06523,0.0,0.0,5.1
1w96,217.10727,-54.7493,233.97716,-143.78394,276.01965,439.33228,-229.26883,389.18808,-265.28293,261.25754,0.0,0.0,0.0,5.5992966,0.0,0.0,8.41
1w9u,343.72125,-70.73449,361.00168,-171.95609,503.9232,512.10614,-348.7665,576.05426,-333.2988,293.2544,0.0,0.0,0.0,4.828315,0.0,0.0,6.09
1w9v,395.75937,-57.069225,277.13696,-156.94037,359.10248,411.72336,-270.90656,451.94635,-289.54657,237.3795,0.0,0.0,0.0,5.216527,0.0,0.0,6.34
1wc1,607.5081,-86.98167,337.54803,-162.91008,230.0572,397.43848,-229.60866,384.0745,-292.6137,269.98886,0.0,0.0,0.0,4.1404915,0.0,0.0,4.0
1wcq,529.35175,-61.08343,147.61827,-146.13737,67.1532,223.77643,-174.84006,216.01566,-208.34949,141.85031,0.0,0.0,0.0,4.918891,0.0,0.0,6.26
1wdn,516.9571,-60.5842,147.1848,-147.4203,98.64853,253.10254,-188.4642,234.2941,-215.03975,148.98985,0.0,0.0,0.0,3.5918248,0.0,0.0,6.3
1wm1,339.7982,-60.244003,296.8045,-147.85504,305.04053,478.8689,-266.13477,400.5387,-286.3733,270.84744,0.0,0.0,0.0,4.082637,0.0,0.0,6.3
1wn6,474.10104,-85.03849,363.89722,-168.93315,352.9179,477.61215,-264.2566,434.68423,-292.5421,316.31168,0.0,0.0,0.0,4.709634,0.0,0.0,4.68
1ws1,230.32495,-60.602806,66.625534,-125.61881,184.66393,303.06088,-190.02623,283.4327,-222.7129,133.98788,0.0,0.0,0.0,5.657247,0.0,0.0,9.55
1wuq,210.22198,-66.251564,212.20116,-151.06558,362.7844,499.7447,-271.80865,446.4288,-262.69922,256.0482,0.0,0.0,0.0,4.4230595,0.0,0.0,8.27
1wur,314.43637,-66.16887,282.39853,-154.65431,362.2,455.78323,-261.6707,430.90076,-265.9956,254.45682,0.0,0.0,0.0,4.5797,0.0,0.0,6.66
1x38,267.1143,-67.439705,90.12787,-134.50911,170.41112,336.7258,-186.36694,279.01483,-230.88315,146.82852,0.0,0.0,0.0,4.8240404,0.0,0.0,8.77
1x39,270.39658,-61.672855,66.89812,-129.5101,134.13594,298.3937,-187.31256,255.3608,-219.70222,136.22,0.0,0.0,0.0,4.99261,0.0,0.0,9.22
1x8d,775.68945,-94.49729,317.6496,-183.48454,118.76524,263.01627,-206.968,255.53755,-261.41464,190.50858,0.0,0.0,0.0,2.6800108,0.0,0.0,2.21
1x8r,435.37338,-58.587605,254.51904,-146.65424,282.39563,358.14047,-227.1257,381.9352,-258.25314,214.93419,0.0,0.0,0.0,4.7798615,0.0,0.0,6.12
1x8t,319.28128,-55.79038,204.68854,-149.10344,307.32404,383.0365,-260.17276,408.1471,-256.94583,218.46252,0.0,0.0,0.0,4.635522,0.0,0.0,7.8
1xap,99.197495,-72.38142,286.2475,-181.46211,559.82416,553.4896,-341.38776,578.40924,-297.54407,286.25873,0.0,0.0,0.0,6.1608553,0.0,0.0,8.7
1xbo,398.8748,-53.482952,245.7744,-147.02202,203.40833,385.16254,-195.6914,304.538,-240.52676,208.19244,0.0,0.0,0.0,5.6641846,0.0,0.0,6.04
1xd0,306.31448,-60.208546,308.7542,-177.09068,395.1123,491.71243,-296.32172,501.96402,-298.54657,297.7568,0.0,0.0,0.0,4.7989473,0.0,0.0,7.12
1xff,659.15814,-71.73749,185.50874,-164.28629,45.15845,151.85484,-161.93892,186.02551,-203.03984,115.95491,0.0,0.0,0.0,3.9336753,0.0,0.0,4.82
1xgi,602.9858,-74.685814,205.63106,-169.50159,92.20291,254.79662,-193.74059,218.6791,-236.62532,165.64061,0.0,0.0,0.0,4.650186,0.0,0.0,4.85
1xh4,257.26627,-61.76619,314.37283,-156.50769,407.11328,491.44455,-292.7881,498.16998,-289.16205,287.69733,0.0,0.0,0.0,6.546239,0.0,0.0,7.47
1xh5,399.21222,-96.83968,410.31558,-177.12332,449.90997,554.3309,-323.07617,564.6767,-326.12238,347.08658,0.0,0.0,0.0,7.1011715,0.0,0.0,5.47
1xhy,421.31586,-61.26787,279.31332,-162.47089,266.66824,366.3433,-254.95781,370.30612,-280.35632,234.66953,0.0,0.0,0.0,4.588006,0.0,0.0,6.18
1xjd,11.532876,-70.984406,296.61948,-193.11212,624.06665,619.8514,-379.633,654.38306,-310.99585,308.48917,0.0,0.0,0.0,7.053122,0.0,0.0,9.48
1xk5,528.4457,-78.33878,242.95595,-162.04391,177.09547,287.74948,-203.89682,299.4112,-257.65024,236.3226,0.0,0.0,0.0,3.933207,0.0,0.0,6.0
1xk9,465.4885,-52.109543,164.63815,-137.34511,118.189316,273.03122,-186.82932,242.27238,-230.10875,191.05258,0.0,0.0,0.0,4.8407726,0.0,0.0,6.85
1xka,338.02612,-54.229725,256.86115,-147.94579,321.8679,407.67242,-231.19449,387.31174,-260.8746,244.00146,0.0,0.0,0.0,6.1251955,0.0,0.0,6.88
1xpz,271.4535,-52.893757,279.86124,-155.04012,425.6694,402.11035,-287.40732,448.8481,-274.4432,214.88878,0.0,0.0,0.0,5.7216153,0.0,0.0,7.08
1xq0,346.76788,-52.662987,261.96198,-141.57436,319.15674,397.75836,-245.1509,361.11893,-253.59657,221.24806,0.0,0.0,0.0,6.2905436,0.0,0.0,6.34
1xug,272.5495,-57.82935,268.36517,-142.8586,350.8415,439.13287,-240.96246,407.97693,-261.6122,236.54446,0.0,0.0,0.0,5.4731846,0.0,0.0,7.05
1xws,216.29262,-57.3352,246.51134,-145.73926,323.2292,506.8505,-271.75974,425.71472,-279.0848,268.11438,0.0,0.0,0.0,5.7845683,0.0,0.0,8.0
1y1z,764.7449,-78.20978,247.2857,-181.2437,77.1396,201.18149,-177.39555,220.05502,-230.28949,152.10518,0.0,0.0,0.0,3.0673175,0.0,0.0,3.08
1y20,598.79614,-67.27543,159.241,-160.05394,99.01812,226.93881,-187.87907,215.15591,-222.73302,140.33963,0.0,0.0,0.0,3.1316156,0.0,0.0,5.32
1y3n,505.1857,-69.91813,278.92673,-173.40996,318.67172,396.53738,-254.6176,444.61316,-280.89297,253.80203,0.0,0.0,0.0,3.5749586,0.0,0.0,5.55
1y3p,515.6686,-82.30124,473.61508,-206.84135,517.073,604.06604,-384.77197,682.75665,-351.64078,448.47662,0.0,0.0,0.0,4.0725093,0.0,0.0,4.82
1y3v,384.06015,-83.26916,332.38834,-150.04265,352.9479,473.65433,-244.77034,414.82703,-291.5458,307.11697,0.0,0.0,0.0,5.165738,0.0,0.0,5.64
1y3x,424.6377,-89.52687,356.44702,-148.19968,348.1882,473.29855,-247.51724,418.9548,-295.65723,320.14905,0.0,0.0,0.0,4.970399,0.0,0.0,5.14
1yda,285.19852,-56.77387,315.70322,-144.22357,299.62988,520.0986,-271.6139,385.5437,-290.01852,305.55096,0.0,0.0,0.0,5.1914387,0.0,0.0,6.55
1ydb,173.1351,-58.68221,209.85094,-140.91867,302.04263,500.35773,-251.71213,374.07483,-267.5218,245.32188,0.0,0.0,0.0,5.661148,0.0,0.0,8.24
1ydk,516.0131,-49.486526,278.9916,-159.17268,207.36266,340.14096,-238.90958,392.30292,-273.73846,232.20174,0.0,0.0,0.0,4.068544,0.0,0.0,5.89
1yei,288.10144,-50.866608,217.54854,-136.42448,306.84738,413.9503,-236.9668,390.8781,-250.30127,198.76901,0.0,0.0,0.0,4.238097,0.0,0.0,7.46
1yet,360.14444,-55.93913,329.28595,-178.48135,395.18777,466.8578,-271.4719,444.4946,-286.1162,277.9017,0.0,0.0,0.0,5.6586676,0.0,0.0,5.92
1yfz,625.33057,-75.73493,298.82782,-164.00671,236.81273,340.60547,-238.08644,405.0011,-278.05426,212.12926,0.0,0.0,0.0,3.741148,0.0,0.0,4.35
1yp9,480.0933,-74.79606,283.2962,-155.27296,266.92407,404.1316,-220.3949,364.95154,-266.13297,229.08365,0.0,0.0,0.0,5.072747,0.0,0.0,5.11
1ype,203.25516,-55.660946,254.67635,-160.44943,396.79385,502.75522,-287.31528,477.72424,-280.4342,270.93552,0.0,0.0,0.0,5.582332,0.0,0.0,8.1
1ypg,181.6604,-61.549755,287.62463,-168.71779,448.86826,534.4684,-306.80865,516.61694,-286.2598,288.22705,0.0,0.0,0.0,5.7859774,0.0,0.0,8.0
1yqj,184.18951,-67.569565,329.8008,-180.94104,461.49695,509.8079,-340.27008,533.4356,-322.23367,307.60037,0.0,0.0,0.0,5.6762094,0.0,0.0,8.14
1z4o,681.5289,-83.96041,170.52162,-173.13487,63.619156,233.4295,-179.69589,228.32547,-223.70142,148.75935,0.0,0.0,0.0,3.6994712,0.0,0.0,4.52
1z71,203.63527,-48.633324,209.05061,-160.2742,380.93115,403.079,-289.7365,445.23532,-282.06198,250.96364,0.0,0.0,0.0,5.9115067,0.0,0.0,9.18
1z9y,185.68092,-54.57463,336.20166,-134.40337,377.20285,581.02734,-287.67703,451.41354,-298.75214,318.93134,0.0,0.0,0.0,6.354494,0.0,0.0,7.19
1zc9,789.1966,-77.67737,266.02383,-185.7622,67.17992,143.9045,-192.3622,230.63673,-229.06155,143.79128,0.0,0.0,0.0,3.3744266,0.0,0.0,3.22
1zdp,572.6747,-62.778484,126.73248,-153.66737,56.165455,199.70988,-188.36443,179.06476,-203.91998,112.08945,0.0,0.0,0.0,3.9019988,0.0,0.0,5.74
1zea,441.15512,-78.215935,355.83478,-166.02632,387.61145,475.45767,-276.6883,468.76257,-296.32,305.54962,0.0,0.0,0.0,5.381796,0.0,0.0,5.22
1zge,241.97363,-55.65163,251.19319,-147.69044,285.68005,476.47485,-247.52563,342.00885,-265.52988,255.7868,0.0,0.0,0.0,6.1842384,0.0,0.0,7.3
1zgi,438.89557,-76.71051,355.52615,-195.8817,451.85724,464.34085,-305.15216,509.47595,-294.08887,302.25146,0.0,0.0,0.0,5.137435,0.0,0.0,5.34
1zhy,237.65512,-60.93935,430.00208,-170.61647,576.3391,620.04895,-383.70746,642.79553,-342.3193,370.5501,0.0,0.0,0.0,5.801913,0.0,0.0,6.52
1zoe,378.24207,-58.010384,130.50027,-146.14621,143.99739,304.32797,-188.1573,231.87007,-219.95242,156.73796,0.0,0.0,0.0,5.5609455,0.0,0.0,7.4
1zog,305.89233,-55.239773,201.21931,-138.16298,247.8105,403.29407,-216.80963,320.2252,-240.62833,196.7249,0.0,0.0,0.0,5.2709765,0.0,0.0,7.15
1zoh,319.39316,-53.180912,236.75072,-143.44606,260.1769,411.53656,-227.84541,347.1248,-257.51886,219.07535,0.0,0.0,0.0,5.6733937,0.0,0.0,7.0
1zp8,140.44583,-73.25683,216.56995,-161.44237,441.5426,517.2268,-274.94067,490.81287,-259.86713,250.2426,0.0,0.0,0.0,8.710085,0.0,0.0,8.77
1zpa,169.92941,-78.7645,202.33293,-161.92754,425.10992,503.67117,-259.5633,470.82178,-258.17847,232.18048,0.0,0.0,0.0,9.223757,0.0,0.0,8.4
1zs0,401.0174,-59.79955,188.3616,-145.95631,239.24199,395.57697,-194.50342,311.33157,-222.35846,178.92136,0.0,0.0,0.0,4.900445,0.0,0.0,6.15
