name,set,-logKd/Ki,receptor_path
2wec,refined,3.96,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2wec/2wec_pocket.mol2
3c39,refined,3.96,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3c39/3c39_pocket.mol2
3gt9,refined,3.96,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gt9/3gt9_pocket.mol2
4gqr,refined,3.96,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gqr/4gqr_pocket.mol2
4agn,refined,3.97,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4agn/4agn_pocket.mol2
4ibg,refined,3.97,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ibg/4ibg_pocket.mol2
1v11,refined,3.98,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1v11/1v11_pocket.mol2
3b3c,refined,3.98,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3b3c/3b3c_pocket.mol2
4agm,refined,3.98,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4agm/4agm_pocket.mol2
5os8,refined,3.98,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5os8/5os8_pocket.mol2
5yj8,refined,3.98,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5yj8/5yj8_pocket.mol2
6rih,refined,3.98,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6rih/6rih_pocket.mol2
1rpf,refined,3.99,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1rpf/1rpf_pocket.mol2
4i7l,refined,3.99,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4i7l/4i7l_pocket.mol2
1e5j,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1e5j/1e5j_pocket.mol2
1lgw,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1lgw/1lgw_pocket.mol2
1tni,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1tni/1tni_pocket.mol2
1wc1,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1wc1/1wc1_pocket.mol2
2buv,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2buv/2buv_pocket.mol2
2ot1,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2ot1/2ot1_pocket.mol2
2qrl,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2qrl/2qrl_pocket.mol2
2rin,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2rin/2rin_pocket.mol2
2whp,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2whp/2whp_pocket.mol2
3a1c,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3a1c/3a1c_pocket.mol2
3ijh,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ijh/3ijh_pocket.mol2
3vd9,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3vd9/3vd9_pocket.mol2
4p6c,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4p6c/4p6c_pocket.mol2
4umb,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4umb/4umb_pocket.mol2
5g4n,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5g4n/5g4n_pocket.mol2
5h1v,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5h1v/5h1v_pocket.mol2
5mgk,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mgk/5mgk_pocket.mol2
5wcm,refined,4.0,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5wcm/5wcm_pocket.mol2
1v2w,refined,4.01,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1v2w/1v2w_pocket.mol2
3fzn,refined,4.01,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3fzn/3fzn_pocket.mol2
2wvz,refined,4.02,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2wvz/2wvz_pocket.mol2
3po1,refined,4.02,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3po1/3po1_pocket.mol2
5vsj,refined,4.02,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vsj/5vsj_pocket.mol2
2q8m,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2q8m/2q8m_pocket.mol2
2x96,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2x96/2x96_pocket.mol2
3bxh,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bxh/3bxh_pocket.mol2
3nq9,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nq9/3nq9_pocket.mol2
4msn,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4msn/4msn_pocket.mol2
5e2l,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5e2l/5e2l_pocket.mol2
5nzf,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nzf/5nzf_pocket.mol2
6cze,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6cze/6cze_pocket.mol2
6hni,refined,4.03,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6hni/6hni_pocket.mol2
1hi5,refined,4.04,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1hi5/1hi5_pocket.mol2
1li2,refined,4.04,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1li2/1li2_pocket.mol2
6i0z,refined,4.04,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6i0z/6i0z_pocket.mol2
6qlt,refined,4.04,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qlt/6qlt_pocket.mol2
2w66,refined,4.05,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2w66/2w66_pocket.mol2
3n8k,refined,4.05,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3n8k/3n8k_pocket.mol2
3qx9,refined,4.05,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qx9/3qx9_pocket.mol2
5gof,refined,4.05,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5gof/5gof_pocket.mol2
2clh,refined,4.06,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2clh/2clh_pocket.mol2
3m3c,refined,4.06,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3m3c/3m3c_pocket.mol2
5mge,refined,4.06,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mge/5mge_pocket.mol2
5om2,refined,4.06,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5om2/5om2_pocket.mol2
8a3h,refined,4.06,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/8a3h/8a3h_pocket.mol2
1hyo,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1hyo/1hyo_pocket.mol2
2v2v,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2v2v/2v2v_pocket.mol2
4xmr,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4xmr/4xmr_pocket.mol2
5mpz,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mpz/5mpz_pocket.mol2
5ot9,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ot9/5ot9_pocket.mol2
6dai,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dai/6dai_pocket.mol2
6i18,refined,4.07,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6i18/6i18_pocket.mol2
2rke,refined,4.08,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2rke/2rke_pocket.mol2
2z1w,refined,4.08,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2z1w/2z1w_pocket.mol2
3kwa,refined,4.08,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3kwa/3kwa_pocket.mol2
1ai7,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ai7/1ai7_pocket.mol2
1o0n,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o0n/1o0n_pocket.mol2
2v88,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2v88/2v88_pocket.mol2
4b9z,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4b9z/4b9z_pocket.mol2
4fxp,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4fxp/4fxp_pocket.mol2
5var,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5var/5var_pocket.mol2
6d1i,refined,4.09,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6d1i/6d1i_pocket.mol2
1c5t,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c5t/1c5t_pocket.mol2
1odj,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1odj/1odj_pocket.mol2
2bvs,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bvs/2bvs_pocket.mol2
3gk1,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gk1/3gk1_pocket.mol2
3iod,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3iod/3iod_pocket.mol2
4cr9,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cr9/4cr9_pocket.mol2
5cc2,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5cc2/5cc2_pocket.mol2
5kat,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5kat/5kat_pocket.mol2
5om3,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5om3/5om3_pocket.mol2
5t7s,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5t7s/5t7s_pocket.mol2
6dpy,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dpy/6dpy_pocket.mol2
6ios,refined,4.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ios/6ios_pocket.mol2
1p19,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1p19/1p19_pocket.mol2
2exm,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2exm/2exm_pocket.mol2
3d6o,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d6o/3d6o_pocket.mol2
3oyw,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3oyw/3oyw_pocket.mol2
3v4t,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3v4t/3v4t_pocket.mol2
4ih5,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ih5/4ih5_pocket.mol2
5dnu,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5dnu/5dnu_pocket.mol2
5e6o,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5e6o/5e6o_pocket.mol2
5fnc,refined,4.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fnc/5fnc_pocket.mol2
3a1d,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3a1d/3a1d_pocket.mol2
3ivc,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ivc/3ivc_pocket.mol2
3mam,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3mam/3mam_pocket.mol2
4de2,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4de2/4de2_pocket.mol2
4kxb,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4kxb/4kxb_pocket.mol2
4qfn,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qfn/4qfn_pocket.mol2
4whs,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4whs/4whs_pocket.mol2
4zow,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4zow/4zow_pocket.mol2
6cvv,refined,4.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6cvv/6cvv_pocket.mol2
3ozt,refined,4.13,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ozt/3ozt_pocket.mol2
3qto,refined,4.13,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qto/3qto_pocket.mol2
4ovf,refined,4.13,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ovf/4ovf_pocket.mol2
4yc0,refined,4.13,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4yc0/4yc0_pocket.mol2
4i7m,refined,4.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4i7m/4i7m_pocket.mol2
4ibi,refined,4.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ibi/4ibi_pocket.mol2
5dq8,refined,4.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5dq8/5dq8_pocket.mol2
5lvq,refined,4.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5lvq/5lvq_pocket.mol2
1m2x,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1m2x/1m2x_pocket.mol2
1q91,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1q91/1q91_pocket.mol2
2v2q,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2v2q/2v2q_pocket.mol2
2vt3,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2vt3/2vt3_pocket.mol2
2xg9,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2xg9/2xg9_pocket.mol2
3a9i,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3a9i/3a9i_pocket.mol2
3d51,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d51/3d51_pocket.mol2
3sur,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3sur/3sur_pocket.mol2
3sus,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3sus/3sus_pocket.mol2
4abh,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4abh/4abh_pocket.mol2
4cr5,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cr5/4cr5_pocket.mol2
4ibe,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ibe/4ibe_pocket.mol2
4kz4,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4kz4/4kz4_pocket.mol2
5aan,refined,4.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5aan/5aan_pocket.mol2
3si3,refined,4.16,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3si3/3si3_pocket.mol2
4jkw,refined,4.16,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4jkw/4jkw_pocket.mol2
5fyx,refined,4.16,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fyx/5fyx_pocket.mol2
5ito,refined,4.16,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ito/5ito_pocket.mol2
1v2s,refined,4.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1v2s/1v2s_pocket.mol2
3qfd,refined,4.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qfd/3qfd_pocket.mol2
4oma,refined,4.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oma/4oma_pocket.mol2
5bw4,refined,4.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5bw4/5bw4_pocket.mol2
5ldp,refined,4.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ldp/5ldp_pocket.mol2
3q2j,refined,4.18,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3q2j/3q2j_pocket.mol2
5vgy,refined,4.18,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vgy/5vgy_pocket.mol2
6dy7,refined,4.18,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dy7/6dy7_pocket.mol2
1hi3,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1hi3/1hi3_pocket.mol2
3b3w,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3b3w/3b3w_pocket.mol2
3cft,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3cft/3cft_pocket.mol2
3sv2,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3sv2/3sv2_pocket.mol2
4n9a,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4n9a/4n9a_pocket.mol2
4nra,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4nra/4nra_pocket.mol2
4q83,refined,4.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4q83/4q83_pocket.mol2
1c5y,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c5y/1c5y_pocket.mol2
1c87,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c87/1c87_pocket.mol2
1ghw,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ghw/1ghw_pocket.mol2
3djp,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3djp/3djp_pocket.mol2
3qx5,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qx5/3qx5_pocket.mol2
5fcz,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fcz/5fcz_pocket.mol2
5ot8,refined,4.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ot8/5ot8_pocket.mol2
1odi,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1odi/1odi_pocket.mol2
1qk4,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1qk4/1qk4_pocket.mol2
4bqs,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4bqs/4bqs_pocket.mol2
4u6w,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4u6w/4u6w_pocket.mol2
5n99,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5n99/5n99_pocket.mol2
5ti0,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ti0/5ti0_pocket.mol2
5wbo,refined,4.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5wbo/5wbo_pocket.mol2
1kv5,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1kv5/1kv5_pocket.mol2
1pzi,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1pzi/1pzi_pocket.mol2
1t5f,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1t5f/1t5f_pocket.mol2
1ua4,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ua4/1ua4_pocket.mol2
3f80,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3f80/3f80_pocket.mol2
3kyq,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3kyq/3kyq_pocket.mol2
4gny,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gny/4gny_pocket.mol2
4mo4,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mo4/4mo4_pocket.mol2
4oak,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oak/4oak_pocket.mol2
5kh3,refined,4.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5kh3/5kh3_pocket.mol2
2jke,refined,4.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jke/2jke_pocket.mol2
2jkp,refined,4.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jkp/2jkp_pocket.mol2
3zqe,refined,4.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zqe/3zqe_pocket.mol2
4qfp,refined,4.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qfp/4qfp_pocket.mol2
5fnr,refined,4.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fnr/5fnr_pocket.mol2
2bes,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bes/2bes_pocket.mol2
3h78,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3h78/3h78_pocket.mol2
5csp,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5csp/5csp_pocket.mol2
5e13,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5e13/5e13_pocket.mol2
5f8y,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5f8y/5f8y_pocket.mol2
5oh2,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5oh2/5oh2_pocket.mol2
5u0w,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5u0w/5u0w_pocket.mol2
5uff,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5uff/5uff_pocket.mol2
5ut6,refined,4.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ut6/5ut6_pocket.mol2
1li3,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1li3/1li3_pocket.mol2
5b2d,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5b2d/5b2d_pocket.mol2
5ei3,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ei3/5ei3_pocket.mol2
5km9,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5km9/5km9_pocket.mol2
6d1j,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6d1j/6d1j_pocket.mol2
6dys,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dys/6dys_pocket.mol2
6mdu,refined,4.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6mdu/6mdu_pocket.mol2
2qrk,refined,4.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2qrk/2qrk_pocket.mol2
3qwc,refined,4.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qwc/3qwc_pocket.mol2
4r0a,refined,4.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4r0a/4r0a_pocket.mol2
4u69,refined,4.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4u69/4u69_pocket.mol2
5f9b,refined,4.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5f9b/5f9b_pocket.mol2
6gnm,refined,4.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gnm/6gnm_pocket.mol2
1m5w,refined,4.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1m5w/1m5w_pocket.mol2
4qfo,refined,4.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qfo/4qfo_pocket.mol2
5mgf,refined,4.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mgf/5mgf_pocket.mol2
6hh5,refined,4.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6hh5/6hh5_pocket.mol2
2vzr,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2vzr/2vzr_pocket.mol2
3f5j,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3f5j/3f5j_pocket.mol2
3gta,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gta/3gta_pocket.mol2
3jrs,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3jrs/3jrs_pocket.mol2
4ufj,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ufj/4ufj_pocket.mol2
5f2r,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5f2r/5f2r_pocket.mol2
5l4j,refined,4.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5l4j/5l4j_pocket.mol2
1e2l,refined,4.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1e2l/1e2l_pocket.mol2
1v2l,refined,4.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1v2l/1v2l_pocket.mol2
2wuf,refined,4.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2wuf/2wuf_pocket.mol2
4i3z,refined,4.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4i3z/4i3z_pocket.mol2
5mgj,refined,4.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mgj/5mgj_pocket.mol2
1a30,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1a30/1a30_pocket.mol2
1amk,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1amk/1amk_pocket.mol2
1det,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1det/1det_pocket.mol2
1w3k,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1w3k/1w3k_pocket.mol2
2cli,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2cli/2cli_pocket.mol2
3ivg,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ivg/3ivg_pocket.mol2
3t0b,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3t0b/3t0b_pocket.mol2
3upk,refined,4.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3upk/3upk_pocket.mol2
