Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1147	:	1752714616.640	     7.291	0	2520	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3g30/3g30_pocket.pdb
1148	:	1752714619.144	     6.549	0	2653	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6mnc/6mnc_pocket.pdb
1149	:	1752714621.646	     6.244	0	2511	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4f6w/4f6w_pocket.pdb
1150	:	1752714624.153	     4.953	0	2638	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2d1o/2d1o_pocket.pdb
1151	:	1752714626.654	     4.073	0	2510	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bqc/3bqc_pocket.pdb
1152	:	1752714629.155	     4.453	0	2539	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4r75/4r75_pocket.pdb
1153	:	1752714631.658	     5.313	0	2655	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4fai/4fai_pocket.pdb
1154	:	1752714634.173	     5.796	0	2542	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ioc/3ioc_pocket.pdb
1155	:	1752714636.676	     6.393	0	2674	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4tmk/4tmk_pocket.pdb
1156	:	1752714639.194	     5.950	0	2717	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3b68/3b68_pocket.pdb
1157	:	1752714641.698	     4.621	0	2722	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2ypi/2ypi_pocket.pdb
1158	:	1752714644.200	     4.727	0	2922	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1pvn/1pvn_pocket.pdb
1159	:	1752714646.703	     4.654	0	3000	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d7k/3d7k_pocket.pdb
1160	:	1752714649.203	     3.885	0	2558	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1l8g/1l8g_pocket.pdb
1161	:	1752714651.706	     3.892	0	2813	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3u8n/3u8n_pocket.pdb
1162	:	1752714654.209	     4.421	0	2559	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2oi0/2oi0_pocket.pdb
1163	:	1752714656.715	     3.926	0	2589	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1g30/1g30_pocket.pdb
1164	:	1752714659.215	     3.933	0	2666	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ghy/1ghy_pocket.pdb
1165	:	1752714661.717	     3.891	0	2703	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5lvd/5lvd_pocket.pdb
1166	:	1752714664.221	     4.057	0	3290	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3cft/3cft_pocket.pdb
1167	:	1752714666.723	     4.062	0	2679	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nb5/3nb5_pocket.pdb
1168	:	1752714669.224	     4.108	0	2849	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1qk3/1qk3_pocket.pdb
1169	:	1752714671.726	     3.899	0	2744	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cps/4cps_pocket.pdb
1170	:	1752714674.226	     4.424	0	2545	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4kwo/4kwo_pocket.pdb
1171	:	1752714676.729	     4.264	0	2560	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6f28/6f28_pocket.pdb
1172	:	1752714679.230	     4.230	0	2585	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4crf/4crf_pocket.pdb
1173	:	1752714681.730	     3.841	0	2518	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3udh/3udh_pocket.pdb
1174	:	1752714684.232	     3.539	0	2350	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5hbn/5hbn_pocket.pdb
1175	:	1752714686.734	     3.476	0	2576	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5evd/5evd_pocket.pdb
1176	:	1752714689.235	     3.666	0	2527	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4aia/4aia_pocket.pdb
1177	:	1752714691.739	     3.536	0	2778	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4lar/4lar_pocket.pdb
1178	:	1752714694.243	     3.730	0	2429	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6p3v/6p3v_pocket.pdb
1179	:	1752714696.745	     3.626	0	2357	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hl8/3hl8_pocket.pdb
1180	:	1752714699.246	     3.921	0	2528	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zbx/3zbx_pocket.pdb
1181	:	1752714701.750	     3.763	0	2591	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1eb2/1eb2_pocket.pdb
1182	:	1752714704.251	     4.347	0	2837	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ajp/1ajp_pocket.pdb
1183	:	1752714706.753	     4.151	0	2480	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ewa/5ewa_pocket.pdb
1184	:	1752714709.254	     3.847	0	2664	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ara/4ara_pocket.pdb
1185	:	1752714711.756	     3.796	0	2451	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4uyf/4uyf_pocket.pdb
1186	:	1752714714.256	     4.131	0	2476	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4f1l/4f1l_pocket.pdb
1187	:	1752714716.764	     4.391	0	2829	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1b58/1b58_pocket.pdb
1188	:	1752714719.265	     3.697	0	2704	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5llh/5llh_pocket.pdb
1189	:	1752714721.766	     3.674	0	3119	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4dff/4dff_pocket.pdb
1190	:	1752714724.267	     3.477	0	2372	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5k03/5k03_pocket.pdb
1191	:	1752714726.768	     3.741	0	2515	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6hk3/6hk3_pocket.pdb
1192	:	1752714729.269	     4.139	0	3073	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2p53/2p53_pocket.pdb
1193	:	1752714731.770	     3.973	0	2587	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5xo7/5xo7_pocket.pdb
1194	:	1752714734.271	     4.292	0	2862	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ayq/6ayq_pocket.pdb
1195	:	1752714736.771	     4.358	0	2717	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3vtr/3vtr_pocket.pdb
1196	:	1752714739.272	     3.888	0	2655	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1xh5/1xh5_pocket.pdb
1197	:	1752714741.772	     4.024	0	2642	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4h3f/4h3f_pocket.pdb
1198	:	1752714744.273	     3.816	0	2674	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ebw/1ebw_pocket.pdb
1199	:	1752714746.774	     3.518	0	2521	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6idb/6idb_pocket.pdb
1200	:	1752714749.275	     3.412	0	2656	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5dkn/5dkn_pocket.pdb
1201	:	1752714751.778	     3.659	0	2681	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2wej/2wej_pocket.pdb
1202	:	1752714754.279	     3.599	0	2395	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nw2/5nw2_pocket.pdb
1203	:	1752714756.780	     3.964	0	2462	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1nvq/1nvq_pocket.pdb
1204	:	1752714759.283	     4.019	0	3073	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5hwu/5hwu_pocket.pdb
1205	:	1752714761.784	     3.720	0	2601	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3pd8/3pd8_pocket.pdb
1206	:	1752714764.285	     4.207	0	2656	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o2r/1o2r_pocket.pdb
1207	:	1752714766.786	     4.154	0	2422	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6o0p/6o0p_pocket.pdb
1208	:	1752714769.287	     3.610	0	2773	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4pf5/4pf5_pocket.pdb
1209	:	1752714771.788	     3.944	0	2492	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2hhn/2hhn_pocket.pdb
1210	:	1752714774.289	     4.000	0	2725	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5dgu/5dgu_pocket.pdb
1211	:	1752714776.790	     3.776	0	2712	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5een/5een_pocket.pdb
1212	:	1752714779.291	     3.726	0	2514	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5u0w/5u0w_pocket.pdb
1213	:	1752714781.792	     3.702	0	2703	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5jxn/5jxn_pocket.pdb
1214	:	1752714784.293	     3.832	0	2681	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6f3b/6f3b_pocket.pdb
1215	:	1752714786.794	     3.692	0	2465	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gjr/6gjr_pocket.pdb
1216	:	1752714789.295	     4.098	0	2703	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1epo/1epo_pocket.pdb
1217	:	1752714791.797	     3.647	0	2453	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4l9i/4l9i_pocket.pdb
1218	:	1752714794.298	     4.766	0	2656	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6jap/6jap_pocket.pdb
1219	:	1752714796.800	     4.779	0	2635	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3acl/3acl_pocket.pdb
1220	:	1752714799.300	     3.801	0	2610	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1pph/1pph_pocket.pdb
1221	:	1752714801.800	     3.873	0	2584	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ot9/5ot9_pocket.pdb
1222	:	1752714804.301	     4.179	0	2669	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1g3d/1g3d_pocket.pdb
1223	:	1752714806.801	     4.185	0	2379	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qgg/6qgg_pocket.pdb
1224	:	1752714809.302	     3.931	0	2564	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gc4/3gc4_pocket.pdb
1225	:	1752714811.802	     3.822	0	2592	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4wop/4wop_pocket.pdb
1226	:	1752714814.302	     3.981	0	2429	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ceq/5ceq_pocket.pdb
1227	:	1752714816.804	     3.642	0	2621	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2p7a/2p7a_pocket.pdb
1228	:	1752714819.311	     4.229	0	2422	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4lzs/4lzs_pocket.pdb
1229	:	1752714821.814	     5.360	0	2723	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2f7p/2f7p_pocket.pdb
1230	:	1752714824.316	     5.489	0	2573	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4pp3/4pp3_pocket.pdb
1231	:	1752714826.820	     4.514	0	3065	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gnr/6gnr_pocket.pdb
1232	:	1752714829.323	     4.013	0	2659	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mjn/5mjn_pocket.pdb
1233	:	1752714831.823	     3.614	0	2621	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3fwv/3fwv_pocket.pdb
1234	:	1752714834.324	     3.748	0	2648	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1cbx/1cbx_pocket.pdb
1235	:	1752714836.825	     5.116	0	2502	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nkg/5nkg_pocket.pdb
1236	:	1752714839.331	     4.850	0	2848	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2zxg/2zxg_pocket.pdb
1237	:	1752714841.834	     4.129	0	2943	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4z2b/4z2b_pocket.pdb
1238	:	1752714844.335	     4.631	0	2609	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4h42/4h42_pocket.pdb
1239	:	1752714846.847	     5.358	0	2703	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5uxf/5uxf_pocket.pdb
1240	:	1752714849.348	     4.208	0	2448	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5kab/5kab_pocket.pdb
1241	:	1752714851.851	     4.172	0	2498	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3b3x/3b3x_pocket.pdb
1242	:	1752714854.353	     4.351	0	2392	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5op4/5op4_pocket.pdb
1243	:	1752714856.854	     4.245	0	2381	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fov/5fov_pocket.pdb
1244	:	1752714859.355	     3.957	0	2735	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ban/4ban_pocket.pdb
1245	:	1752714861.855	     4.208	0	2737	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gxq/6gxq_pocket.pdb
1246	:	1752714864.355	     3.910	0	2616	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ghh/6ghh_pocket.pdb
1247	:	1752714866.857	     3.987	0	2346	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3g19/3g19_pocket.pdb
1248	:	1752714869.359	     4.358	0	2628	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4nja/4nja_pocket.pdb
1249	:	1752714871.860	     5.517	0	2658	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qj0/4qj0_pocket.pdb
1250	:	1752714874.361	     5.171	0	2406	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5uf0/5uf0_pocket.pdb
1251	:	1752714876.866	     6.870	0	3070	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2am4/2am4_pocket.pdb
1252	:	1752714879.369	    10.512	0	2920	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ca8/4ca8_pocket.pdb
1254	:	1752714884.402	    11.144	0	2972	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6bs4/6bs4_pocket.pdb
1253	:	1752714881.882	    14.684	0	2767	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1lzq/1lzq_pocket.pdb
1256	:	1752714889.895	     8.390	0	2481	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2r0h/2r0h_pocket.pdb
1255	:	1752714886.913	    11.867	0	2812	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nu9/3nu9_pocket.pdb
1257	:	1752714895.568	     7.039	0	2645	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2evl/2evl_pocket.pdb
1258	:	1752714898.074	     6.240	0	2764	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1add/1add_pocket.pdb
1259	:	1752714900.581	     5.396	0	2689	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6b1k/6b1k_pocket.pdb
1260	:	1752714903.083	     6.328	0	2573	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3fvk/3fvk_pocket.pdb
1261	:	1752714905.587	     7.006	0	2655	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1usk/1usk_pocket.pdb
1262	:	1752714908.112	     6.750	0	2429	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5orj/5orj_pocket.pdb
1263	:	1752714910.613	     5.820	0	2936	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6mjf/6mjf_pocket.pdb
1264	:	1752714913.114	     6.197	0	2679	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3oku/3oku_pocket.pdb
1265	:	1752714915.616	     7.922	0	2913	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2x00/2x00_pocket.pdb
1266	:	1752714918.128	     8.073	0	2611	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c5x/1c5x_pocket.pdb
1267	:	1752714920.644	     6.851	0	2230	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5l8a/5l8a_pocket.pdb
1268	:	1752714923.154	     5.996	0	2867	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3c8a/3c8a_pocket.pdb
1269	:	1752714925.658	     5.569	0	3306	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nee/5nee_pocket.pdb
1270	:	1752714928.160	     4.720	0	2415	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5oh2/5oh2_pocket.pdb
1271	:	1752714930.665	     4.855	0	2538	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4o04/4o04_pocket.pdb
1272	:	1752714933.168	     4.404	0	2574	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2vwc/2vwc_pocket.pdb
1273	:	1752714935.668	     5.463	0	2907	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4i71/4i71_pocket.pdb
1274	:	1752714938.169	     5.243	0	3088	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6pia/6pia_pocket.pdb
1275	:	1752714940.674	     4.812	0	2748	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3o9i/3o9i_pocket.pdb
1276	:	1752714943.188	     4.056	0	2477	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4pnu/4pnu_pocket.pdb
1277	:	1752714945.688	     4.131	0	2573	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4dkp/4dkp_pocket.pdb
1278	:	1752714948.191	     4.737	0	2661	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5y12/5y12_pocket.pdb
1279	:	1752714950.693	     4.534	0	2669	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cg9/4cg9_pocket.pdb
1280	:	1752714953.193	     5.210	0	2567	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bq7/2bq7_pocket.pdb
1281	:	1752714955.695	     6.414	0	2601	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d83/3d83_pocket.pdb
1282	:	1752714958.199	     5.489	0	2509	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ivc/4ivc_pocket.pdb
1283	:	1752714960.711	     4.446	0	2464	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5kcb/5kcb_pocket.pdb
1284	:	1752714963.213	     4.121	0	2868	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2za5/2za5_pocket.pdb
1285	:	1752714965.713	     3.942	0	2741	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1nq7/1nq7_pocket.pdb
1286	:	1752714968.214	     4.052	0	2516	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5oku/5oku_pocket.pdb
1287	:	1752714970.714	     4.193	0	2462	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1nvr/1nvr_pocket.pdb
1288	:	1752714973.215	     4.381	0	2680	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gxe/6gxe_pocket.pdb
1289	:	1752714975.716	     4.210	0	2834	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1kv5/1kv5_pocket.pdb
1290	:	1752714978.216	     3.653	0	2655	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gs6/3gs6_pocket.pdb
1291	:	1752714980.717	     3.832	0	2613	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1lpz/1lpz_pocket.pdb
1292	:	1752714983.218	     3.947	0	2521	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4q4p/4q4p_pocket.pdb
1293	:	1752714985.719	     4.014	0	2461	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6n7a/6n7a_pocket.pdb
1294	:	1752714988.219	     3.826	0	2692	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6cdo/6cdo_pocket.pdb
1295	:	1752714990.723	     3.994	0	3058	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4r76/4r76_pocket.pdb
1296	:	1752714993.225	     3.662	0	2593	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1jao/1jao_pocket.pdb
1297	:	1752714995.731	     3.897	0	2662	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6n3y/6n3y_pocket.pdb
